,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
10,Michael Buerk : distancing us by making aerial bombardment look like a computer game,distancing us by making aerial bombardment look like a computer game,431051,nodeset15908,0,1,0,0,0,1,Michael,"['michael', 'buerk', 'distance', 'we', 'by', 'make', 'aerial', 'bombardment', 'look', 'like', 'a', 'computer', 'game']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
11,"Michael Buerk : reported in real time by 24 hour news and social media, we can be deluged with conflicts consequences","reported in real time by 24 hour news and social media, we can be deluged with conflicts consequences",431056,nodeset15908,0,1,0,0,0,1,Michael,"['michael', 'buerk', 'report', 'in', 'real', 'time', 'by', 'hour', 'news', 'and', 'social', 'medium', 'we', 'can', 'be', 'deluge', 'with', 'conflict', 'consequence']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
12,"Michael Buerk : Ever since Vietnam, strategists have worried, that’ll mean we would no longer have the stomach for a long struggle, which may or may not be a good thing","Ever since Vietnam, strategists have worried, that’ll mean we would no longer have the stomach for a long struggle, which may or may not be a good thing",431065,nodeset15908,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'ever', 'since', 'vietnam', 'strategist', 'have', 'worry', 'that', '’', 'll', 'mean', 'we', 'would', 'no', 'long', 'have', 'the', 'stomach', 'for', 'a', 'long', 'struggle', 'which', 'may', 'or', 'may', 'not', 'be', 'a', 'good', 'thing']",32,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,"Michael Buerk : 75 years on, how would we cope","75 years on, XXX is how we would cope",431070,nodeset15908,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'year', 'on', 'how', 'would', 'we', 'cope']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,Michael Buerk : What does D-Day tell us about how we measure up morally to our forebears,XXX is what D-Day tells us about how we measure up morally to our forebears,431075,nodeset15908,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'what', 'do', 'd', 'day', 'tell', 'we', 'about', 'how', 'we', 'measure', 'up', 'morally', 'to', 'our', 'forebear']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,"Michael Buerk : That’s our moral maze tonight, the panel, the former Conservative Defence Secretary, Michael Portillo; Matthew Taylor, who was Tony Blair’s Chief Political Advisor, now Chief Executive of the RSA;  Anne McElvoy, Senior Editor at the Economist and the priest and polemicist, Giles Fraser","That’s our moral maze tonight, the panel, the former Conservative Defence Secretary, Michael Portillo; Matthew Taylor, who was Tony Blair’s Chief Political Advisor, now Chief Executive of the RSA;  Anne McElvoy, Senior Editor at the Economist and the priest and polemicist, Giles Fraser",431080,nodeset15908,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'that', '’', 'our', 'moral', 'maze', 'tonight', 'the', 'panel', 'the', 'former', 'conservative', 'defence', 'secretary', 'michael', 'portillo', 'matthew', 'taylor', 'who', 'be', 'tony', 'blair', '’', 's', 'chief', 'political', 'advisor', 'now', 'chief', 'executive', 'of', 'the', 'rsa', 'anne', 'mcelvoy', 'senior', 'editor', 'at', 'the', 'economist', 'and', 'the', 'priest', 'and', 'polemicist', 'gile', 'fraser']",48,,,,,,,chief,,priest,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16,"Michael Portillo : there are plenty of examples today, both in military and in public service, of people who are absolutely willing to sacrifice their lives for a cause of others","there are plenty of examples today, both in military and in public service, of people who are absolutely willing to sacrifice their lives for a cause of others",431085,nodeset15909,0,0,0,0,0,0,Michael,"['michael', 'portillo', 'there', 'be', 'plenty', 'of', 'example', 'today', 'both', 'in', 'military', 'and', 'in', 'public', 'service', 'of', 'people', 'who', 'be', 'absolutely', 'willing', 'to', 'sacrifice', 'their', 'life', 'for', 'a', 'cause', 'of', 'other']",30,,,,,sacrifice,,willing,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17,"Michael Portillo : people, as whole, will be willing to fight, if they thought their freedoms were in danger","people, as whole, will be willing to fight, if they thought their freedoms were in danger",431089,nodeset15909,0,0,0,0,0,0,Michael,"['michael', 'portillo', 'people', 'as', 'whole', 'will', 'be', 'willing', 'to', 'fight', 'if', 'they', 'think', 'their', 'freedom', 'be', 'in', 'danger']",18,,fight,,,,,willing,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,"Michael Portillo : if the cause of the war is just, then modern warfare, because of its accuracy, is possibly more morally defensible than conflicts of the past","if the cause of the war is just, then modern warfare is possibly more morally defensible than conflicts of the past",431094,nodeset15909,0,1,0,1,0,0,Michael,"['michael', 'portillo', 'if', 'the', 'cause', 'of', 'the', 'war', 'be', 'just', 'then', 'modern', 'warfare', 'because', 'of', 'its', 'accuracy', 'be', 'possibly', 'more', 'morally', 'defensible', 'than', 'conflict', 'of', 'the', 'past']",27,,,,,war,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
19,Michael Portillo : its accuracy,modern warfare's accuracy,431099,nodeset15909,0,1,0,0,0,1,Michael,"['michael', 'portillo', 'its', 'accuracy']",4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
20,Giles Fraser : Well I don’t know that we have the moral fibre that we had 75 years ago,Well Giles Fraser doesn't know that we have the moral fibre that we had 75 years ago,431106,nodeset15909,0,1,0,1,0,0,Giles,"['gile', 'fraser', 'well', 'I', 'do', 'not', 'know', 'that', 'we', 'have', 'the', 'moral', 'fibre', 'that', 'we', 'have', 'year', 'ago']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
21,"Giles Fraser : so much has changed, our attitude to thinks, like, duty, self-sacrifice, the common good, we’re a divided society, we don’t have the respect for authority, we don’t like words like patriotism, we’re an individualistic society","so much has changed, our attitude to thinks, like, duty, self-sacrifice, the common good, we’re a divided society, we don’t have the respect for authority, we don’t like words like patriotism, we’re an individualistic society",431110,nodeset15909,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'so', 'much', 'have', 'change', 'our', 'attitude', 'to', 'think', 'like', 'duty', 'self', 'sacrifice', 'the', 'common', 'good', 'we', '’', 're', 'a', 'divide', 'society', 'we', 'do', 'not', 'have', 'the', 'respect', 'for', 'authority', 'we', 'do', 'not', 'like', 'word', 'like', 'patriotism', 'we', '’', 're', 'an', 'individualistic', 'society']",44,,,,,sacrifice,,"duty,respect,authority",,,,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
22,Giles Fraser : there’s a good argument to say that we just don’t have the stomach for that sort of thing anymore,there’s a good argument to say that we just don’t have the stomach for that sort of thing anymore,431117,nodeset15909,0,1,0,1,0,0,Giles,"['gile', 'fraser', 'there', '’', 'a', 'good', 'argument', 'to', 'say', 'that', 'we', 'just', 'do', 'not', 'have', 'the', 'stomach', 'for', 'that', 'sort', 'of', 'thing', 'anymore']",23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
23,"Anne McElvoy : we look at things differently, I think we’re often a more uppity society and less deferential, I think sometimes that’s a rather good thing","we look at things differently, we’re often a more uppity society and less deferential, sometimes that’s a rather good thing",431125,nodeset15909,0,0,0,0,0,0,Anne,"['anne', 'mcelvoy', 'we', 'look', 'at', 'thing', 'differently', 'I', 'think', 'we', '’', 're', 'often', 'a', 'more', 'uppity', 'society', 'and', 'less', 'deferential', 'I', 'think', 'sometimes', 'that', '’', 'a', 'rather', 'good', 'thing']",29,,,,,,,deferential,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,"Anne McElvoy :  I’m interested in the way that it hasn’t really affected, fundamentally, the defence settlement","Anne McElvoy is interested in the way that societal changes haven’t really affected, fundamentally, the defence settlement",431129,nodeset15909,0,1,0,1,0,1,Anne,"['anne', 'mcelvoy', 'I', '’', 'm', 'interested', 'in', 'the', 'way', 'that', 'it', 'have', 'not', 'really', 'affect', 'fundamentally', 'the', 'defence', 'settlement']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,"Anne McElvoy : Young men and women still go to war, both in defence of their own country and often in defence of values","Young men and women still go to war, both in defence of their own country and often in defence of values",431134,nodeset15909,0,1,0,0,0,1,Anne,"['anne', 'mcelvoy', 'young', 'man', 'and', 'woman', 'still', 'go', 'to', 'war', 'both', 'in', 'defence', 'of', 'their', 'own', 'country', 'and', 'often', 'in', 'defence', 'of', 'value']",23,,,,,"war,country",,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
26,Anne McElvoy : I would question really whether we are quite as ready to leave behind that sense of duty as perhaps the question supposes,Anne McElvoy would question really whether we are quite as ready to leave behind that sense of duty as perhaps the question supposes,431141,nodeset15909,0,1,0,1,0,0,Anne,"['anne', 'mcelvoy', 'I', 'would', 'question', 'really', 'whether', 'we', 'be', 'quite', 'as', 'ready', 'to', 'leave', 'behind', 'that', 'sense', 'of', 'duty', 'as', 'perhaps', 'the', 'question', 'suppose']",24,,,,,,,duty,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
27,"Mathew Taylor : the social and cultural landscape, through which we chart our moral path, has changed dramatically","the social and cultural landscape, through which we chart our moral path, has changed dramatically",431148,nodeset15909,0,1,0,1,0,1,Mathew,"['mathew', 'taylor', 'the', 'social', 'and', 'cultural', 'landscape', 'through', 'which', 'we', 'chart', 'our', 'moral', 'path', 'have', 'change', 'dramatically']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,"Mathew Taylor : communities, norms, hierarchies are weaker, freedoms, rights, choices are stronger","communities, norms, hierarchies are weaker, freedoms, rights, choices are stronger",431152,nodeset15909,0,1,0,0,0,1,Mathew,"['mathew', 'taylor', 'community', 'norm', 'hierarchy', 'be', 'weak', 'freedom', 'right', 'choice', 'be', 'strong']",12,,,,,community,,hierarchy,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
29,"Mathew Taylor : I don’t think it’s impossible to generate moral purpose and cohesion in the modern world, but we need to recognise it’s a very different task to the one that faced our grandparents generation","Mathew Taylor doesn't think it’s impossible to generate moral purpose and cohesion in the modern world, but we need to recognise it’s a very different task to the one that faced our grandparents generation",431159,nodeset15909,0,1,0,1,0,0,Mathew,"['mathew', 'taylor', 'I', 'do', 'not', 'think', 'it', '’', 'impossible', 'to', 'generate', 'moral', 'purpose', 'and', 'cohesion', 'in', 'the', 'modern', 'world', 'but', 'we', 'need', 'to', 'recognise', 'it', '’', 'a', 'very', 'different', 'task', 'to', 'the', 'one', 'that', 'face', 'our', 'grandparent', 'generation']",38,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
30,"Michael Buerk : Our first witness is Anthony O’Hear, who is Professor of Philosophy at the University of Buckingham and Honorary Director of the Royal Institute of Philosophy","Our first witness is Anthony O’Hear, who is Professor of Philosophy at the University of Buckingham and Honorary Director of the Royal Institute of Philosophy",431166,nodeset15910,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'our', 'first', 'witness', 'be', 'anthony', 'o', '’', 'hear', 'who', 'be', 'professor', 'of', 'philosophy', 'at', 'the', 'university', 'of', 'buckingham', 'and', 'honorary', 'director', 'of', 'the', 'royal', 'institute', 'of', 'philosophy']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,"Michael Buerk : Professor O’Hear, we’re celebrating what we see as the virtues that made D-Day possible, do we still have them, do you think",Professor O’Hear does/does not think we still have the virtues that made D-Day possible,431170,nodeset15910,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'professor', 'o', '’', 'hear', 'we', '’', 're', 'celebrate', 'what', 'we', 'see', 'as', 'the', 'virtue', 'that', 'make', 'd', 'day', 'possible', 'do', 'we', 'still', 'have', 'they', 'do', 'you', 'think']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Michael Buerk : we’re celebrating what we see as the virtues that made D-Day possible,we’re celebrating what we see as the virtues that made D-Day possible,431174,nodeset15910,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'we', '’', 're', 'celebrate', 'what', 'we', 'see', 'as', 'the', 'virtue', 'that', 'make', 'd', 'day', 'possible']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,"Anthony O’Hear : Well I want to begin by giving two quotations from Edmund Burke, which I think are very relevant","Well Anthony O’Hear wants to begin by giving two quotations from Edmund Burke, which are very relevant",431180,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'well', 'I', 'want', 'to', 'begin', 'by', 'give', 'two', 'quotation', 'from', 'edmund', 'burke', 'which', 'I', 'think', 'be', 'very', 'relevant']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,"Edmund Burke : society has a contract between the living, the dead and the yet unborn","society has a contract between the living, the dead and the yet unborn",431188,nodeset15910,0,0,0,0,0,0,Edmund,"['edmund', 'burke', 'society', 'have', 'a', 'contract', 'between', 'the', 'live', 'the', 'dead', 'and', 'the', 'yet', 'unborn']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,Anthony O’Hear : I stress the dead,Anthony O’Hear stresses the dead in the quotation from Edmund Burke,431197,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'I', 'stress', 'the', 'dead']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,Edmund Burke : a society is fitted for civil liberty in exact proportion to its disposition to put moral chains on their own appetites,a society is fitted for civil liberty in exact proportion to its disposition to put moral chains on their own appetites,431201,nodeset15910,0,0,0,0,0,0,Edmund,"['edmund', 'burke', 'a', 'society', 'be', 'fit', 'for', 'civil', 'liberty', 'in', 'exact', 'proportion', 'to', 'its', 'disposition', 'to', 'put', 'moral', 'chain', 'on', 'their', 'own', 'appetite']",23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,Anthony O’Hear : those feelings were very prominent,those feelings about society were very prominent,431210,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'those', 'feeling', 'be', 'very', 'prominent']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,Anthony O’Hear : they weren’t universal,those feelings about society weren’t universal,431215,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'they', 'be', 'not', 'universal']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,"Anthony O’Hear : they were very prominent in the 1939, 1940, in that era","those feelings about society were very prominent in the 1939, 1940, in that era",431220,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'they', 'be', 'very', 'prominent', 'in', 'the', 'in', 'that', 'era']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,"Anthony O’Hear : the, kind of, general ethos of the country was probably an understated mixture of Christianity and stoicism, a love of home, a certain content with the way that things were done and a pride in one’s country, together with a sense of duty","the, kind of, general ethos of the country was probably an understated mixture of Christianity and stoicism, a love of home, a certain content with the way that things were done and a pride in one’s country, together with a sense of duty",431227,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'the', 'kind', 'of', 'general', 'ethos', 'of', 'the', 'country', 'be', 'probably', 'an', 'understated', 'mixture', 'of', 'christianity', 'and', 'stoicism', 'a', 'love', 'of', 'home', 'a', 'certain', 'content', 'with', 'the', 'way', 'that', 'thing', 'be', 'do', 'and', 'a', 'pride', 'in', 'one', '’', 's', 'country', 'together', 'with', 'a', 'sense', 'of', 'duty']",49,love,,,,"country,together",,duty,,,,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
41,"Anthony O’Hear : Now, of course, it may be that within the armed forces, some of those attitudes, and I stress some, are still prevalent, but I don’t think that the general attitude in the country today could be summed up in those terms","Now, of course, it may be that within the armed forces, some of those attitudes, and Anthony O’Hear stresses some, are still prevalent, but he doesn’t think that the general attitude in the country today could be summed up in those terms",431232,nodeset15910,0,0,0,0,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'now', 'of', 'course', 'it', 'may', 'be', 'that', 'within', 'the', 'armed', 'force', 'some', 'of', 'those', 'attitude', 'and', 'I', 'stress', 'some', 'be', 'still', 'prevalent', 'but', 'I', 'do', 'not', 'think', 'that', 'the', 'general', 'attitude', 'in', 'the', 'country', 'today', 'could', 'be', 'sum', 'up', 'in', 'those', 'term']",46,,,,,country,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,Michael Portillo : You’ll recall the Oxford Union debate of February 1933,Anthony O’Hear will recall the Oxford Union debate of February 1933,431237,nodeset15910,1,0,1,0,0,0,Michael,"['michael', 'portillo', 'you', '’', 'll', 'recall', 'the', 'oxford', 'union', 'debate', 'of', 'february']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
43,"Anthony O’Hear : Well, not personally","Well, Anthony O’Hear does not personally recall the Oxford Union debate of February 1933",431242,nodeset15910,1,0,0,0,1,0,Anthony,"['anthony', 'o', '’', 'hear', 'well', 'not', 'personally']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
44,"Michael Portillo : The motion was that, under no circumstances, would we fight for King and Country and that was carried by 275 to 153 overwhelmingly, but six years later, of course, those people were fighting for King and Country","The motion was that, under no circumstances, would we fight for King and Country and that was carried by 275 to 153 overwhelmingly, but six years later, of course, those people were fighting for King and Country",431249,nodeset15910,0,0,0,0,0,0,Michael,"['michael', 'portillo', 'the', 'motion', 'be', 'that', 'under', 'no', 'circumstance', 'would', 'we', 'fight', 'for', 'king', 'and', 'country', 'and', 'that', 'be', 'carry', 'by', 'to', 'overwhelmingly', 'but', 'six', 'year', 'later', 'of', 'course', 'those', 'people', 'be', 'fight', 'for', 'king', 'and', 'country']",37,,fight,,,country,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,"Anthony O’Hear : that was very interesting and, of course, this debate was in the Oxford Union and it didn’t reflect the feelings of the majority of people in the country","the Oxford Union debate of February 1933 was very interesting and, of course, this debate was in the Oxford Union and it didn’t reflect the feelings of the majority of people in the country",431258,nodeset15910,0,1,0,1,0,0,Anthony,"['anthony', 'o', '’', 'hear', 'that', 'be', 'very', 'interesting', 'and', 'of', 'course', 'this', 'debate', 'be', 'in', 'the', 'oxford', 'union', 'and', 'it', 'do', 'not', 'reflect', 'the', 'feeling', 'of', 'the', 'majority', 'of', 'people', 'in', 'the', 'country']",33,,,,,country,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
