,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
10,ND : For productive investments. I agree with you,Banks should give more loans for productive investments,114268,nodeset6156,0,1,0,0,0,1,ND,"['nd', 'for', 'productive', 'investment', 'I', 'agree', 'with', 'you']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
11,"MB : you’ve got a rather nuanced view, that both money and debt are essentially morally neutral",JW : both money and debt are essentially morally neutral,114313,nodeset6157,0,1,0,0,0,1,MB,"['mb', 'you', '’', 've', 'get', 'a', 'rather', 'nuance', 'view', 'that', 'both', 'money', 'and', 'debt', 'be', 'essentially', 'morally', 'neutral']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
12,MB : The way they're mis-used can have morally damaging consequences,JW :  but the way they're mis-used can have morally damaging consequences,114323,nodeset6157,0,1,0,0,0,1,MB,"['mb', 'the', 'way', 'they', 're', 'mis', 'use', 'can', 'have', 'morally', 'damaging', 'consequence']",12,,damaging,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
13,"JW : Now, a lot of people come up with rather glib moral answers: somehow bankers want them to get into excessive debt",a lot of people  : somehow bankers want us to get into excessive debt,114349,nodeset6157,0,1,0,0,0,1,JW,"['jw', 'now', 'a', 'lot', 'of', 'people', 'come', 'up', 'with', 'rather', 'glib', 'moral', 'answer', 'somehow', 'banker', 'want', 'they', 'to', 'get', 'into', 'excessive', 'debt']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
14,MT : I don’t think,thrift and prudence are not virtues,114388,nodeset6158,0,1,0,1,1,0,MT,"['mt', 'I', 'do', 'not', 'think']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,JW : the opposite of them was neutral,JW : the opposite of them was neutral,114397,nodeset6158,0,1,0,0,0,1,JW,"['jw', 'the', 'opposite', 'of', 'they', 'be', 'neutral']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
16,SR : No,it's not a very important thing to do,30151,nodeset6197,0,1,0,0,0,1,SR,"['sr', 'no']",2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
17,"SR : You talk about this £55,000 of debt","MP : £55,000 of debt",30241,nodeset6215,0,1,0,0,0,1,SR,"['sr', 'you', 'talk', 'about', 'this', '£', 'of', 'debt']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
18,"Morgan Stanley : if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income","Morgan Stanley have pointed out if you add up all the debt, from all the sectors in the economy, we’re actually having 10 times our annual income",115067,nodeset6215,0,1,0,0,0,1,Morgan Stanley,"['morgan', 'stanley', 'have', 'point', 'out', 'if', 'you', 'add', 'up', 'all', 'the', 'debt', 'from', 'all', 'the', 'sector', 'in', 'the', 'economy', 'we', '’', 're', 'actually', 'have', 'time', 'our', 'annual', 'income']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
19,"MT : We have indeed required those products to have very large warnings on them, telling people about their salt and fat content","People have indeed required those products to have very large warnings on them, telling people about their salt and fat content",115184,nodeset6219,1,0,0,0,1,0,MT,"['mt', 'we', 'have', 'indeed', 'require', 'those', 'product', 'to', 'have', 'very', 'large', 'warning', 'on', 'they', 'tell', 'people', 'about', 'their', 'salt', 'and', 'fat', 'content']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
20,MT : I've got in front of me a letter from a credit card company,MT's got in front of me a letter from a credit card company,30894,nodeset6220,0,1,0,0,0,1,MT,"['mt', 'I', 've', 'get', 'in', 'front', 'of', 'I', 'a', 'letter', 'from', 'a', 'credit', 'card', 'company']",15,,,,,company,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
21,MP : Simon Rose said we are jeopardising the savers and we are rewarding the borrowers.,SR:  we are jeopardising the savers and we are rewarding the borrowers,32126,nodeset6227,0,1,0,0,0,1,MP,"['mp', 'simon', 'rise', 'say', 'we', 'be', 'jeopardise', 'the', 'saver', 'and', 'we', 'be', 'reward', 'the', 'borrower']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
22,"MP : we had Jamie Whyte saying that subsidy, which is provided by government, is at the source of the problem","JW : subsidy, which is provided by government, is at the source of the problem",32134,nodeset6227,0,1,0,0,0,1,MP,"['mp', 'we', 'have', 'jamie', 'whyte', 'say', 'that', 'subsidy', 'which', 'be', 'provide', 'by', 'government', 'be', 'at', 'the', 'source', 'of', 'the', 'problem']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
23,MP : Nick Dearden too was talking about interest rates being the one price that was controlled by government,ND : interest rates are the one price that was controlled by government.,36022,nodeset6227,0,1,0,0,0,1,MP,"['mp', 'nick', 'dearden', 'too', 'be', 'talk', 'about', 'interest', 'rate', 'be', 'the', 'one', 'price', 'that', 'be', 'control', 'by', 'government']",18,,,,,,,control,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
24,JW : the government guarantees your welfare in old age,The government guarantees your welfare in old age,33705,nodeset6228,0,1,0,0,0,1,JW,"['jw', 'the', 'government', 'guarantee', 'your', 'welfare', 'in', 'old', 'age']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
25,MB : Why do savers need saving?,savers need saving because xxx,113276,nodeset6122,0,0,0,0,0,0,MB,"['mb', 'why', 'do', 'saver', 'need', 'save']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,"SR : Well, as we just heard, because the system seems to be very, very heavily weighted against them.","the system seems to be very, very heavily weighted against them.",26821,nodeset6122,0,1,0,1,0,0,SR,"['sr', 'well', 'as', 'we', 'just', 'hear', 'because', 'the', 'system', 'seem', 'to', 'be', 'very', 'very', 'heavily', 'weight', 'against', 'they']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,"SR : A lot of savers have spent much of their life putting money by, in the hope that they can provide for themselves in their old age.","A lot of savers have spent much of their life putting money by, in the hope that they can provide for themselves in their old age.",26822,nodeset6122,0,1,0,0,0,1,SR,"['sr', 'a', 'lot', 'of', 'saver', 'have', 'spend', 'much', 'of', 'their', 'life', 'put', 'money', 'by', 'in', 'the', 'hope', 'that', 'they', 'can', 'provide', 'for', 'themselves', 'in', 'their', 'old', 'age']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
28,"SR : And the problem is, as we have things at the moment, with inflation so high and interest rates at rock bottom, savers are seeing their money taken away from them","And the problem is, as we have things at the moment, with inflation so high and interest rates at rock bottom, savers are seeing their money taken away from them",26823,nodeset6122,0,1,0,0,0,1,SR,"['sr', 'and', 'the', 'problem', 'be', 'as', 'we', 'have', 'thing', 'at', 'the', 'moment', 'with', 'inflation', 'so', 'high', 'and', 'interest', 'rate', 'at', 'rock', 'bottom', 'saver', 'be', 'see', 'their', 'money', 'take', 'away', 'from', 'they']",31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
29,SR : We reckon something like 100 billion pounds has been transferred from savers to borrowers.,We reckon something like 100 billion pounds has been transferred from savers to borrowers.,26824,nodeset6122,0,1,0,1,0,0,SR,"['sr', 'we', 'reckon', 'something', 'like', 'billion', 'pound', 'have', 'be', 'transfer', 'from', 'saver', 'to', 'borrower']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
30,"MB : And is this, in your view, purely an economic issue, or do you think there’s a moral dimension to it?","this is in SR's view, purely an economic issue / SR thinks there’s a moral dimension to it",113289,nodeset6122,0,0,0,0,0,0,MB,"['mb', 'and', 'be', 'this', 'in', 'your', 'view', 'purely', 'an', 'economic', 'issue', 'or', 'do', 'you', 'think', 'there', '’', 'a', 'moral', 'dimension', 'to', 'it']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,"SR :  I mean, when did it all change?",it all changed when xxx,113293,nodeset6122,0,0,0,0,0,0,SR,"['sr', 'I', 'mean', 'when', 'do', 'it', 'all', 'change']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,SR : We have to realise as well that savers are the ones who provide the capital for growth.,savers are the ones who provide the capital for growth.,113292,nodeset6122,0,0,0,0,0,0,SR,"['sr', 'we', 'have', 'to', 'realise', 'as', 'well', 'that', 'saver', 'be', 'the', 'one', 'who', 'provide', 'the', 'capital', 'for', 'growth']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,SR :  there’s a massive moral issue as well,there’s a massive moral issue as well,113305,nodeset6122,0,1,0,0,0,1,SR,"['sr', 'there', '’', 'a', 'massive', 'moral', 'issue', 'as', 'well']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
34,"SR : It used to be, when I was younger, I'm sure, when my parents and grandparents were around, that saving was the moral thing to do","It used to be, when SR was younger, when his parents and grandparents were around, that saving was the moral thing to do",113313,nodeset6122,0,1,0,1,0,0,SR,"['sr', 'it', 'use', 'to', 'be', 'when', 'I', 'be', 'young', 'I', 'm', 'sure', 'when', 'my', 'parent', 'and', 'grandparent', 'be', 'around', 'that', 'saving', 'be', 'the', 'moral', 'thing', 'to', 'do']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,SR : You wanted to provide for yourself,You wanted to provide for yourself,113320,nodeset6122,0,1,0,1,0,1,SR,"['sr', 'you', 'want', 'to', 'provide', 'for', 'yourself']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,SR : You didn’t want to be a burden on the state,You didn’t want to be a burden on the state,113327,nodeset6122,0,1,0,0,0,1,SR,"['sr', 'you', 'do', 'not', 'want', 'to', 'be', 'a', 'burden', 'on', 'the', 'state']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
37,"SR : Somehow there was an extraordinary sea change, in which acquiring debt not only lost the stigma that it had before but became actually the thing to do","Somehow there was an extraordinary sea change, in which acquiring debt not only lost the stigma that it had before but became actually the thing to do",113334,nodeset6122,0,0,0,0,0,0,SR,"['sr', 'somehow', 'there', 'be', 'an', 'extraordinary', 'sea', 'change', 'in', 'which', 'acquire', 'debt', 'not', 'only', 'lose', 'the', 'stigma', 'that', 'it', 'have', 'before', 'but', 'become', 'actually', 'the', 'thing', 'to', 'do']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,"SR : And unfortunately, as a result, savers have lost out",savers have lost out,113338,nodeset6122,0,1,0,1,0,0,SR,"['sr', 'and', 'unfortunately', 'as', 'a', 'result', 'saver', 'have', 'lose', 'out']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
39,CF : because actually sometimes taking out credit can also help you not be dependent.,sometimes taking out credit can also help you not be dependent.,26860,nodeset6124,1,0,1,0,1,0,CF,"['cf', 'because', 'actually', 'sometimes', 'take', 'out', 'credit', 'can', 'also', 'help', 'you', 'not', 'be', 'dependent']",14,help,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,CF :  Is that not true?,sometimes taking out credit can also help you not be dependent.,26860,nodeset6124,1,0,1,0,1,0,CF,"['cf', 'be', 'that', 'not', 'true']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,"SR : Well, the problem we always have with debt, which I would use rather than credit, is that ultimately there is interest.","the problem we always have with debt, which SR would use rather than credit, is that ultimately there is interest.",113365,nodeset6124,0,0,0,0,1,0,SR,"['sr', 'well', 'the', 'problem', 'we', 'always', 'have', 'with', 'debt', 'which', 'I', 'would', 'use', 'rather', 'than', 'credit', 'be', 'that', 'ultimately', 'there', 'be', 'interest']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,SR :  And the interest has to be paid back as well as the debt.,the interest has to be paid back as well as the debt.,26870,nodeset6124,1,0,0,0,1,0,SR,"['sr', 'and', 'the', 'interest', 'have', 'to', 'be', 'pay', 'back', 'as', 'well', 'as', 'the', 'debt']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
43,SR : And certainly all debt is not immoral.,all debt is not immoral.,26877,nodeset6124,0,0,0,0,0,0,SR,"['sr', 'and', 'certainly', 'all', 'debt', 'be', 'not', 'immoral']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,SR :  I would never dream of saying that,SR would never dream of saying that,113371,nodeset6124,0,1,0,1,0,0,SR,"['sr', 'I', 'would', 'never', 'dream', 'of', 'say', 'that']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,"SR : And certainly, as you pointed out before, much debt is incredibly valuable.",much debt is incredibly valuable.,26883,nodeset6124,0,1,0,0,0,1,SR,"['sr', 'and', 'certainly', 'as', 'you', 'point', 'out', 'before', 'much', 'debt', 'be', 'incredibly', 'valuable']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
46,"SR : And debt that actually goes to something that’s productive, and actually helps, is to be encouraged. ","debt that actually goes to something that’s productive, and actually helps, is to be encouraged. ",26884,nodeset6124,0,1,0,1,0,0,SR,"['sr', 'and', 'debt', 'that', 'actually', 'go', 'to', 'something', 'that', '’', 'productive', 'and', 'actually', 'help', 'be', 'to', 'be', 'encourage']",18,help,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
47,SR : saving is morally good and can lead you to not be dependent,saving is morally good and can lead you to not be dependent,113382,nodeset6124,1,0,1,0,0,0,SR,"['sr', 'saving', 'be', 'morally', 'good', 'and', 'can', 'lead', 'you', 'to', 'not', 'be', 'dependent']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
48,"CF : Yes. So, in that sense then, it’s quite morally neutral. This is the point I'm making.",it’s (to get in debt) quite morally neutral.,26889,nodeset6126,0,1,0,1,0,0,CF,"['cf', 'yes', 'so', 'in', 'that', 'sense', 'then', 'it', '’', 'quite', 'morally', 'neutral', 'this', 'be', 'the', 'point', 'I', 'm', 'make']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
49,"CF : Because say for example, I don’t know, a young person decides to take out a mortgage, which is taking out a massive debt, so that they don’t have to be dependent on their parents, or don’t have to be maybe dependent on a council house. It’s a sign of independence.","a young person decides to take out a mortgage, which is taking out a massive debt, so that they don’t have to be dependent on their parents, or don’t have to be maybe dependent on a council house. It’s a sign of independence.",26890,nodeset6126,0,1,0,0,0,1,CF,"['cf', 'because', 'say', 'for', 'example', 'I', 'do', 'not', 'know', 'a', 'young', 'person', 'decide', 'to', 'take', 'out', 'a', 'mortgage', 'which', 'be', 'take', 'out', 'a', 'massive', 'debt', 'so', 'that', 'they', 'do', 'not', 'have', 'to', 'be', 'dependent', 'on', 'their', 'parent', 'or', 'do', 'not', 'have', 'to', 'be', 'maybe', 'dependent', 'on', 'a', 'council', 'house', 'it', '’', 'a', 'sign', 'of', 'independence']",55,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
50,"SR :  But the problems we have, that were discussed in the introduction, is when debt gets out of control.",the problems we have is when debt gets out of control.,26897,nodeset6126,0,0,0,0,0,0,SR,"['sr', 'but', 'the', 'problem', 'we', 'have', 'that', 'be', 'discuss', 'in', 'the', 'introduction', 'be', 'when', 'debt', 'get', 'out', 'of', 'control']",19,,,,,,,control,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,"SR : When people either knowingly, or unknowingly, get into a position where they simply cannot service the debt. And that’s where the problems start arising","When people either knowingly, or unknowingly, get into a position where they simply cannot service the debt. And that’s where the problems start arising",113420,nodeset6126,0,0,0,0,0,0,SR,"['sr', 'when', 'people', 'either', 'knowingly', 'or', 'unknowingly', 'get', 'into', 'a', 'position', 'where', 'they', 'simply', 'can', 'not', 'service', 'the', 'debt', 'and', 'that', '’', 'where', 'the', 'problem', 'start', 'arise']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,"Claire : I'm simply asking you, [there’s therefore nothing necessarily positive about saving",there’s nothing necessarily positive about saving,113495,nodeset6133,0,1,0,1,0,0,Claire,"['claire', 'I', 'm', 'simply', 'ask', 'you', 'there', '’', 'therefore', 'nothing', 'necessarily', 'positive', 'about', 'save']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
53,Claire : It’s not necessarily a moral good,It’s not necessarily a moral good,26972,nodeset6133,0,1,0,1,0,1,Claire,"['claire', 'it', '’', 'not', 'necessarily', 'a', 'moral', 'good']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Claire : It can be a way of demonstrating independence,It can be a way of demonstrating independence,26977,nodeset6133,0,1,0,0,0,1,Claire,"['claire', 'it', 'can', 'be', 'a', 'way', 'of', 'demonstrate', 'independence']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
55,Claire : It can be risk averse,It can be risk averse,26982,nodeset6133,0,1,0,0,0,1,Claire,"['claire', 'it', 'can', 'be', 'risk', 'averse']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
56,Claire : It can be conservative,It can be conservative,26985,nodeset6133,0,1,0,0,0,1,Claire,"['claire', 'it', 'can', 'be', 'conservative']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
57,Claire : It can mean you get stuck,It can mean you get stuck,26988,nodeset6133,0,1,0,0,0,1,Claire,"['claire', 'it', 'can', 'mean', 'you', 'get', 'stick']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
58,"Claire :  But is there anything so wrong with people saying, “I want to go on holiday and I'm going to take out a loan for it. And I think I can pay that back.”","there is something wrong with people saying, “I want to go on holiday and I'm going to take out a loan for it. And I think I can pay that back.”",113508,nodeset6133,0,1,0,1,0,0,Claire,"['claire', 'but', 'be', 'there', 'anything', 'so', 'wrong', 'with', 'people', 'say', 'I', 'want', 'to', 'go', 'on', 'holiday', 'and', 'I', 'm', 'go', 'to', 'take', 'out', 'a', 'loan', 'for', 'it', 'and', 'I', 'think', 'I', 'can', 'pay', 'that', 'back']",35,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
59,"Simon :  I suppose, by and large, I hold the personal view that [it is better to delay consumption in order to acquire something that you then have outright, rather than necessarily take out a debt","it is better to delay consumption in order to acquire something that you then have outright, rather than necessarily take out a debt",27001,nodeset6133,0,1,0,0,0,1,Simon,"['simon', 'I', 'suppose', 'by', 'and', 'large', 'I', 'hold', 'the', 'personal', 'view', 'that', 'it', 'be', 'well', 'to', 'delay', 'consumption', 'in', 'order', 'to', 'acquire', 'something', 'that', 'you', 'then', 'have', 'outright', 'rather', 'than', 'necessarily', 'take', 'out', 'a', 'debt']",35,,,,,,,order,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
60,Simon : But in the past I've taken out debts,in the past Simon's taken out debts,113516,nodeset6133,0,0,0,0,0,0,Simon,"['simon', 'but', 'in', 'the', 'past', 'I', 've', 'take', 'out', 'debt']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,"Simon  : I remember in the past... I remember when people didn’t go to banks, and kept the cash in the cupboard","people didn’t go to banks, and kept the cash in the cupboard",113518,nodeset6133,0,0,0,0,0,0,Simon,"['simon', 'I', 'remember', 'in', 'the', 'past', 'I', 'remember', 'when', 'people', 'do', 'not', 'go', 'to', 'bank', 'and', 'keep', 'the', 'cash', 'in', 'the', 'cupboard']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,Simon : kind of everything was saving,kind of everything was saving,113525,nodeset6133,0,0,0,0,0,0,Simon,"['simon', 'kind', 'of', 'everything', 'be', 'save']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,Claire : it’s not morally simple,it’s not morally simple,27011,nodeset6133,0,0,0,0,0,0,Claire,"['claire', 'it', '’', 'not', 'morally', 'simple']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,Claire : what you thought about bankruptcy,bankruptcy is xxx,113546,nodeset6134,0,0,0,0,0,0,Claire,"['claire', 'what', 'you', 'think', 'about', 'bankruptcy']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
