,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker
18,"Anthony O’Hear : I would hear quote from 1940, George Orwell, Mr Wells, Hitler and the world state and George Orwell is attacking the intellectuals of his day",Anthony O’Hear : he thinks they’ve undermined the moral fibre of the country,"Antony O’Hear would hear quote from 1940, George Orwell, Mr Wells, Hitler and the world state and George Orwell is attacking the intellectuals of his day",George Orwell thinks the intellectuals of his day have undermined the moral fibre of the country,Default Inference,nodeset15910,431339,431342,431345,False,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
19,"Anthony O’Hear : that was very interesting and, of course, this debate was in the Oxford Union and it didn’t reflect the feelings of the majority of people in the country","John Keynes : we were like water flies skimming over the surface of things, we despatched customary morals, conventions and traditional wisdom","the Oxford Union debate of February 1933 was very interesting and, of course, this debate was in the Oxford Union and it didn’t reflect the feelings of the majority of people in the country","we were like water flies skimming over the surface of things, we despatched customary morals, conventions and traditional wisdom",Default Inference,nodeset15910,431258,431267,431280,True,Anthony O’Hear,John Keynes,John Keynes
20,"Anthony O’Hear : that was very interesting and, of course, this debate was in the Oxford Union and it didn’t reflect the feelings of the majority of people in the country","John Keynes : nothing mattered except states of mind, chiefly our own","the Oxford Union debate of February 1933 was very interesting and, of course, this debate was in the Oxford Union and it didn’t reflect the feelings of the majority of people in the country","nothing mattered except states of mind, chiefly our own",Default Inference,nodeset15910,431258,431274,431280,True,Anthony O’Hear,John Keynes,John Keynes
21,"Anthony O’Hear : they might, and indeed I hope they would be, but I’m not confident",Anthony O’Hear : I don’t think that hedonism is exactly something one can believe in in such a way as to fight,"people today might be prepared to resist, and indeed Antony O’Hear hopes they would be, but he's not confident",Antony O’Hear doesn’t think that hedonism is exactly something one can believe in in such a way as to fight,Default Inference,nodeset15910,431321,431335,431355,False,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
22,Anthony O’Hear : he thinks they’ve undermined the moral fibre of the country,"George Orwell : for a common sense view, such as the league of nations, hardly a human creature is willing to shed a pint of blood",George Orwell thinks the intellectuals of his day have undermined the moral fibre of the country,"for a common sense view, such as the league of nations, hardly a human creature is willing to shed a pint of blood",Default Inference,nodeset15910,431342,431348,431357,False,Anthony O’Hear,George Orwell,George Orwell
23,"Anthony O’Hear : they might, and indeed I hope they would be, but I’m not confident","Anthony O’Hear : I would hear quote from 1940, George Orwell, Mr Wells, Hitler and the world state and George Orwell is attacking the intellectuals of his day","people today might be prepared to resist, and indeed Antony O’Hear hopes they would be, but he's not confident","Antony O’Hear would hear quote from 1940, George Orwell, Mr Wells, Hitler and the world state and George Orwell is attacking the intellectuals of his day",Default Inference,nodeset15910,431321,431339,431362,False,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
24,"Anne McElvoy : We give up some of the certainties, perhaps even some of the sense of duty and our idea of what duty and responsibility is and to whom it applies changes and, in return for which, we get a more questioning, innovative and diverse society, what’s wrong with that","Anthony O’Hear : Well I didn’t say there was anything wrong with it, at the moment, all I’ve done is to try to explain some of the changes and I think the question is, where we would be if we found ourselves in some, kind of, mortal conflict, which we were in 1940","We give up some of the certainties, perhaps even some of the sense of duty and our idea of what duty and responsibility is and to whom it applies changes and, in return for which, we get a more questioning, innovative and diverse society, there’s nothing wrong with that","Well Anthony O’Hear didn’t say there was anything wrong with it, at the moment, all he has done is to try to explain some of the changes and the question is, where we would be if we found ourselves in some, kind of, mortal conflict, which we were in 1940",Default Conflict,nodeset15912,431452,431457,431460,False,Anne McElvoy,Anthony O’Hear,Anthony O’Hear
25,Anne McElvoy : we don’t know,"Anne McElvoy : we’re not, as a country, in a mortal conflict",we don’t know,"we’re not, as a country, in a mortal conflict",Default Inference,nodeset15912,431469,431474,431477,False,Anne McElvoy,Anne McElvoy,Anne McElvoy
26,Anne McElvoy : we do have proof of what young people are prepared to do for their county,"Anne McElvoy : if I look at the young men who went off to Iraq, to Afghanistan to complex conflicts with a lot of controversy about them and the way they were conducted and many lost their lives",we do have proof of what young people are prepared to do for their county,"if Anne McElvoy looks at the young men who went off to Iraq, to Afghanistan to complex conflicts with a lot of controversy about them and the way they were conducted and many lost their lives",Default Inference,nodeset15912,431486,431481,431489,False,Anne McElvoy,Anne McElvoy,Anne McElvoy
27,Anne McElvoy : Surely isn’t that where things ended up,Anne McElvoy : we do have proof of what young people are prepared to do for their county,Surely that is where things ended up in mortal conflict,we do have proof of what young people are prepared to do for their county,Default Inference,nodeset15912,431497,431486,431503,False,Anne McElvoy,Anne McElvoy,Anne McElvoy
28,Anne McElvoy : Surely isn’t that where things ended up,"Anne McElvoy : the former Yugoslavia, not so many deaths, but a lot of very unpleasant business, that British armed forces were prepared to get involved with, on the whole, without too much complaint from them",Surely that is where things ended up in mortal conflict,"the former Yugoslavia, not so many deaths, but a lot of very unpleasant business, that British armed forces were prepared to get involved with, on the whole, without too much complaint from them",Default Inference,nodeset15912,431497,431493,431504,False,Anne McElvoy,Anne McElvoy,Anne McElvoy
29,Anne McElvoy : Surely isn’t that where things ended up,"Anthony O’Hear : Some young people, a very small number of young people, and I think their position was actually made extremely difficult by precisely the reasons you’ve given",Surely that is where things ended up in mortal conflict,"Some young people, a very small number of young people, and their position was actually made extremely difficult by precisely the reasons Anne McElvoy has given",Default Conflict,nodeset15912,431497,431501,431510,False,Anne McElvoy,Anthony O’Hear,Anthony O’Hear
30,"Anthony O’Hear : Some young people, a very small number of young people, and I think their position was actually made extremely difficult by precisely the reasons you’ve given","Anthony O’Hear : the country, if I may speak of ‘the country’, I don’t like doing that, but the country certainly wasn’t 100 per cent behind them","Some young people, a very small number of young people, and their position was actually made extremely difficult by precisely the reasons Anne McElvoy has given","the country, if Anthony O’Hear may speak of ‘the country’, he doesn’t like doing that, but the country certainly wasn’t 100 per cent behind them",Default Inference,nodeset15912,431501,431514,431521,True,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
31,"Anthony O’Hear : Some young people, a very small number of young people, and I think their position was actually made extremely difficult by precisely the reasons you’ve given",Anthony O’Hear : it must be very difficult for people in the army to go and fight in campaigns that neither they nor the majority of their fellows believe in,"Some young people, a very small number of young people, and their position was actually made extremely difficult by precisely the reasons Anne McElvoy has given",it must be very difficult for people in the army to go and fight in campaigns that neither they nor the majority of their fellows believe in,Default Inference,nodeset15912,431501,431519,431521,True,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
32,"Anthony O’Hear : the country, if I may speak of ‘the country’, I don’t like doing that, but the country certainly wasn’t 100 per cent behind them","Anthony O’Hear : part of the reason for this is another social moral change is that we now live in an atmosphere which isn’t all bad, but an atmosphere of relentless criticism, self-examination and so on","the country, if Anthony O’Hear may speak of ‘the country’, he doesn’t like doing that, but the country certainly wasn’t 100 per cent behind them","part of the reason for this is another social moral change is that we now live in an atmosphere which isn’t all bad, but an atmosphere of relentless criticism, self-examination and so on",Default Inference,nodeset15912,431514,431526,431528,False,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
33,Anne McElvoy : of course they have to fight in wars where a lot of their countrymen don’t agree with them,"Anne McElvoy : that surely is the point, of course people are not going to be as uncritical as they were when you were facing Adolph Hitler, there are not that many wars where there is that absolute moral clarity for all but appeasers or for those who would never…pacifists, outright pacifists",of course they have to fight in wars where a lot of their countrymen don’t agree with them,"that surely is the point, of course people are not going to be as uncritical as they were when you were facing Adolph Hitler, there are not that many wars where there is that absolute moral clarity for all but appeasers or for those who would never…pacifists, outright pacifists",Default Inference,nodeset15912,431538,431533,431541,False,Anne McElvoy,Anne McElvoy,Anne McElvoy
34,"Anthony O’Hear : some people and obviously that was not the situation in 1939 where mass conscription was required and I would be very interested, and hope we never have to see it, but very interested to see if you tried to get the whole country behind a military campaign, I suspect that one wouldn’t","Anthony O’Hear : the values which are prevalent today of pacifism, nonviolence and continual criticism and argument are not the values which would enable a country to fight a war","some people and obviously that was not the situation in 1939 where mass conscription was required and  Anthony O’Hear would be very interested, and hope we never have to see it, but very interested to see if you tried to get the whole country behind a military campaign, he suspects that one wouldn’t","the values which are prevalent today of pacifism, nonviolence and continual criticism and argument are not the values which would enable a country to fight a war",Default Inference,nodeset15912,431550,431555,431558,False,Anthony O’Hear,Anthony O’Hear,Anthony O’Hear
35,"Michael Buerk : Professor Sherman, do you think people, on both sides of the Atlantic, have fundamentally changed or it’s the world that’s changed","Nancy Sherman : in some way, individuals still have these virtues of patriotism, duty and self-sacrifice, sometimes they’re directed at other targets","Professor Sherman, does/does not think people, on both sides of the Atlantic, have fundamentally changed or it’s the world that’s changed","in some way, individuals still have these virtues of patriotism, duty and self-sacrifice, sometimes they’re directed at other targets",Default Rephrase,nodeset15913,431566,431571,431574,False,Michael Buerk,Nancy Sherman,Nancy Sherman
36,"Nancy Sherman : in some way, individuals still have these virtues of patriotism, duty and self-sacrifice, sometimes they’re directed at other targets","Nancy Sherman : the world has changed a bit and so the targets might be, on our side, reparation for the harms of slavery or climate change on both sides, as the recent elections in the European Union suggested","in some way, individuals still have these virtues of patriotism, duty and self-sacrifice, sometimes they’re directed at other targets","the world has changed a bit and so the targets might be, on our side, reparation for the harms of slavery or climate change on both sides, as the recent elections in the European Union suggested",Default Inference,nodeset15913,431571,431578,431581,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
37,"Nancy Sherman : it’s really critical to remember that even in the case of the Normandy invasion and the un-categorical existential threat of land grabs and the march across Europe of Hitler and Mussolini, there were still existential threats that were not responded to","Nancy Sherman :  Diplomatic missions from Poland, in particular, a man who I know from Georgetown named Jan Carski was the first eye witness in Poland to see the genocide of Jews by Hitler and the transports that were moving out of Warsaw ghetto and both Roosevelt and Churchill selectively, sort of, ignored that for the moment","it’s really critical to remember that even in the case of the Normandy invasion and the un-categorical existential threat of land grabs and the march across Europe of Hitler and Mussolini, there were still existential threats that were not responded to","Diplomatic missions from Poland, in particular, a man who Nancy Sherman knows from Georgetown named Jan Carski was the first eye witness in Poland to see the genocide of Jews by Hitler and the transports that were moving out of Warsaw ghetto and both Roosevelt and Churchill selectively, sort of, ignored that for the moment",Default Inference,nodeset15913,431589,431594,431597,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
38,Nancy Sherman : existential threats are often selective,"Nancy Sherman :  Diplomatic missions from Poland, in particular, a man who I know from Georgetown named Jan Carski was the first eye witness in Poland to see the genocide of Jews by Hitler and the transports that were moving out of Warsaw ghetto and both Roosevelt and Churchill selectively, sort of, ignored that for the moment",existential threats are often selective,"Diplomatic missions from Poland, in particular, a man who Nancy Sherman knows from Georgetown named Jan Carski was the first eye witness in Poland to see the genocide of Jews by Hitler and the transports that were moving out of Warsaw ghetto and both Roosevelt and Churchill selectively, sort of, ignored that for the moment",Default Inference,nodeset15913,431602,431594,431605,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
39,Matthew Taylor : Do you think they were wrong,"Nancy Sherman : civility has waned and we can probably thank the hand held mobile device, or iPhones for that",Nancy Sherman does/does not think they were wrong about American people being less willing to come together and less willing to act together,"civility has waned and we can probably thank the hand held mobile device, or iPhones for that",Default Rephrase,nodeset15913,431633,431643,431649,False,Matthew Taylor,Nancy Sherman,Nancy Sherman
40,"Nancy Sherman : civility has waned and we can probably thank the hand held mobile device, or iPhones for that","Nancy Sherman : the privacy or isolation that comes with them, the, kind of, anomy that comes with that","civility has waned and we can probably thank the hand held mobile device, or iPhones for that","the privacy or isolation that comes with the hand held mobile devices, the, kind of, anomy that comes with that",Default Inference,nodeset15913,431643,431657,431663,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
41,Matthew Taylor : let me refer to somebody else,"Matthew Taylor : it’s interesting that you’re responding to me talking about social norms, as a whole, by talking about individuals who, in a sense, buck the trend",let Matthew Taylor refer to somebody else,"it’s interesting that Nancy Sherman is responding to Matthew Taylor talking about social norms, as a whole, by talking about individuals who, in a sense, buck the trend",Default Inference,nodeset15913,431701,431691,431708,False,Matthew Taylor,Matthew Taylor,Matthew Taylor
42,Matthew Taylor : Do you recognise that,"Nancy Sherman : Well, certainly, and “Bowling Alone” was his earlier book and that characterised an earlier phenomenon that is a similar viewpoint about the, kind of, isolationism of individuals","Nancy Sherman does/does not recognise that now when we say Our Kids, we just mean our own","Well, certainly, and “Bowling Alone” was Robert Putnam's earlier book and that characterised an earlier phenomenon that is a similar viewpoint about the, kind of, isolationism of individuals",Default Rephrase,nodeset15913,431734,431744,431750,False,Matthew Taylor,Nancy Sherman,Nancy Sherman
43,"Matthew Taylor : if we have moved from the morality of social norms, the morality of individual choices and the morality of what you must do to the morality of what you choose to do, do you think anything has been lost in that shift","Nancy Sherman : I don’t think there is the shift from must to may, there are still things that are musts, you know, we don’t have a call up, so part of…that is a military call up","if we have moved from the morality of social norms, the morality of individual choices and the morality of what you must do to the morality of what you choose to do, Nancy Sherman does/does not think that anything has been lost in that shift","Nancy Sherman doesn’t think there is the shift from must to may, there are still things that are musts, you know, we don’t have a call up, so part of…that is a military call up",Default Rephrase,nodeset15913,431768,431778,431784,False,Matthew Taylor,Nancy Sherman,Nancy Sherman
44,Nancy Sherman : I would grant you that,"Nancy Sherman : part of the sense of military moral obligation is definitely on the shoulders, in our country, of a half per cent of the population",Nancy Sherman would grant Matthew Taylor that military moral obligation has been lost in that shift,"part of the sense of military moral obligation is definitely on the shoulders, in our country, of a half per cent of the population",Default Inference,nodeset15913,431817,431809,431825,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
45,"Nancy Sherman : What we’re missing, I think, is moral leadership and moral authority, which can, if you like, trickle down to the individuals","Nancy Sherman : there are lots of more segmented moral obligations in fights against discrimination and fights against power abuse at the moment, in fights against really some of the illegitimate authorities","What we’re missing is moral leadership and moral authority, which can, if you like, trickle down to the individuals","there are lots of more segmented moral obligations in fights against discrimination and fights against power abuse at the moment, in fights against really some of the illegitimate authorities",Default Inference,nodeset15913,431801,431794,431834,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
46,Giles Fraser : we don’t like sacrifice anymore,"Giles Fraser : it’s the sort of thing that, you know, when we think about it, we think about religion, we think about, you know, women giving up their careers for their husband",we don’t like sacrifice anymore,"sacrifice is the sort of thing that, you know, when we think about it, we think about religion, we think about, you know, women giving up their careers for their husband",Default Inference,nodeset15915,432239,432234,432242,False,Giles Fraser,Giles Fraser,Giles Fraser
47,Giles Fraser : we don’t like sacrifice anymore,"Terry Eagleton : sacrifice is not proven the most glamorous of notions in the modern age, the notion is redolent of masochism, self-loathing and a morbid antipathy for what makes for life",we don’t like sacrifice anymore,"sacrifice is not proven the most glamorous of notions in the modern age, the notion is redolent of masochism, self-loathing and a morbid antipathy for what makes for life",Default Inference,nodeset15915,432239,432224,432244,False,Giles Fraser,Terry Eagleton,Giles Fraser
48,Nancy Sherman : it’s in different contexts,"Nancy Sherman : Well certain sacrifices were hardly discriminatory, women giving up their career for their husbands was a misplaced sacrifice and so the push toward equality and the push toward more…greater diversity, certainly has meant that sacrifice will take different kinds of streams",sacrifice is in different contexts,"Well certain sacrifices were hardly discriminatory, women giving up their career for their husbands was a misplaced sacrifice and so the push toward equality and the push toward more…greater diversity, certainly has meant that sacrifice will take different kinds of streams",Default Inference,nodeset15915,432262,432249,432264,True,Nancy Sherman,Nancy Sherman,Nancy Sherman
49,Giles Fraser : we don’t like sacrifice anymore,Nancy Sherman : it’s in different contexts,we don’t like sacrifice anymore,sacrifice is in different contexts,Default Conflict,nodeset15915,432239,432262,432267,False,Giles Fraser,Nancy Sherman,Nancy Sherman
50,"Nancy Sherman : Think of, in my country, the enormous groups of immigrants who sacrifice daily in order to take care of, for example, the elderly",Nancy Sherman : there are a lot of individuals who are making enormous sacrifices in sections of society that we don’t think about,"Think of, in Nancy Sherman's country, the enormous groups of immigrants who sacrifice daily in order to take care of, for example, the elderly",there are a lot of individuals who are making enormous sacrifices in sections of society that we don’t think about,Default Inference,nodeset15915,432258,432254,432270,False,Nancy Sherman,Nancy Sherman,Nancy Sherman
51,Nancy Sherman : it’s in different contexts,Nancy Sherman : there are a lot of individuals who are making enormous sacrifices in sections of society that we don’t think about,sacrifice is in different contexts,there are a lot of individuals who are making enormous sacrifices in sections of society that we don’t think about,Default Inference,nodeset15915,432262,432254,432264,True,Nancy Sherman,Nancy Sherman,Nancy Sherman
52,"Giles Fraser : Do you think that, sort of, lack of sense of being a one people, that that actually undermines the sorts of moral fibre that might, you know, lead us to successfully prosecute something like this again","Nancy Sherman : it certainly does, we certainly need moral leaders and we need also a press that can get unified over certain causes without having the separations that create politicisation and factionalism","Nancy Sherman does/does not think that, sort of, lack of sense of being a one people, that that actually undermines the sorts of moral fibre that might, you know, lead us to successfully prosecute something like this again","lack of sense of being a one people certainly does, we certainly need moral leaders and we need also a press that can get unified over certain causes without having the separations that create politicisation and factionalism",Default Rephrase,nodeset15915,432284,432289,432292,False,Giles Fraser,Nancy Sherman,Nancy Sherman
53,"Nancy Sherman : the sources of moral authority and also the power, who has got the power to be able to mobilise collective sentiment regarding a just cause and an existential threat has changed and I think that’s part of the difference","Nancy Sherman : It comes in a private sector, it’s not a president, it’s not a leader doing that","the sources of moral authority and also the power, who has got the power to be able to mobilise collective sentiment regarding a just cause and an existential threat has changed and that’s part of the difference","It comes in a private sector, it’s not a president, it’s not a leader doing that",Default Inference,nodeset15915,432306,432301,432309,True,Nancy Sherman,Nancy Sherman,Nancy Sherman
54,"Nancy Sherman : the sources of moral authority and also the power, who has got the power to be able to mobilise collective sentiment regarding a just cause and an existential threat has changed and I think that’s part of the difference","Nancy Sherman : for example, just right now, You Tube has decided that they’re going to ban certain threats regarding discrimination and neo-Nazism","the sources of moral authority and also the power, who has got the power to be able to mobilise collective sentiment regarding a just cause and an existential threat has changed and that’s part of the difference","for example, just right now, You Tube has decided that they’re going to ban certain threats regarding discrimination and neo-Nazism",Default Inference,nodeset15915,432306,432296,432309,True,Nancy Sherman,Nancy Sherman,Nancy Sherman
55,"Michael Buerk : Professor Whetham, to what extent is the way warfare itself has changed, altered the moral rules about conflict","David Whetham : There’s a lot of challenge over this, there’s a lot of people who think that because warfare, the character of warfare is constantly evolving, therefore the rules of war are also constantly changing","Professor Whetham, XXX extent is the way warfare itself has changed, altered the moral rules about conflict","There’s a lot of challenge over this, there’s a lot of people who think that because warfare, the character of warfare is constantly evolving, therefore the rules of war are also constantly changing",Default Rephrase,nodeset15916,432317,432322,432325,False,Michael Buerk,David Whetham,David Whetham
56,"Anne McElvoy : I’m curious about that, Professor Whetham","Anne McElvoy : it seemed to me, when I looked at a project recently on urban warfare that an awful lot more was changing than just the technology getting quicker, more deadly, more intense","Anne McElvoy is curious about that the changing character of war, Professor Whetham","it seemed to Anne McElvoy, when she looked at a project recently on urban warfare that an awful lot more was changing than just the technology getting quicker, more deadly, more intense",Default Inference,nodeset15916,432334,432339,432342,False,Anne McElvoy,Anne McElvoy,Anne McElvoy
57,"Anne McElvoy : That must change something of the moral calculation, mustn’t it","David Whetham : if you consider the Archers at Agincourt, then I’m not sure it really has",That must change something of the moral calculation,"if you consider the Archers at Agincourt, then David Whetham is not sure it really has",Default Conflict,nodeset15916,432351,432355,432358,False,Anne McElvoy,David Whetham,David Whetham
58,"David Whetham : if you consider the Archers at Agincourt, then I’m not sure it really has","David Whetham : The penance that Archers had to pay after a battle in the Middle Ages, took into account that they wouldn’t know who it was they’d have killed","if you consider the Archers at Agincourt, then David Whetham is not sure it really has","The penance that Archers had to pay after a battle in the Middle Ages, took into account that they wouldn’t know who it was they’d have killed",Default Inference,nodeset15916,432355,432362,432365,False,David Whetham,David Whetham,David Whetham
