,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
15,LA :  It was a ghastly aberration,It was a ghastly aberration,28819,nodeset1524,1,0,1,0,0,0,LA,"['la', 'it', 'be', 'a', 'ghastly', 'aberration']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
16,CL : Or was it in fact typical?,it was in fact typical,28822,nodeset1524,0,1,0,1,1,0,CL,"['cl', 'or', 'be', 'it', 'in', 'fact', 'typical']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,CL : Was it the product of a policy that was unsustainable that could only be pursued by increasing repression?,it was the product of a policy that was unsustainable that could only be pursued by increasing repression,28828,nodeset1524,0,1,0,0,0,1,CL,"['cl', 'be', 'it', 'the', 'product', 'of', 'a', 'policy', 'that', 'be', 'unsustainable', 'that', 'could', 'only', 'be', 'pursue', 'by', 'increase', 'repression']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
18,ES : in this case there are specific victims,in this case there are specific victims,25952,nodeset6057,0,0,0,0,0,0,ES,"['es', 'in', 'this', 'case', 'there', 'be', 'specific', 'victim']",8,,victim,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MB :  Isn't the problem though that there are not very specific perpetrators?,there are not very specific perpetrators,25655,nodeset6057,0,1,0,0,0,1,MB,"['mb', 'isn', 't', 'the', 'problem', 'though', 'that', 'there', 'be', 'not', 'very', 'specific', 'perpetrator']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
20,MB : Why should the present government of Britain be held responsible for responsibility for the these atrocities of its predecessor administration many decades ago?,the present government of Britain should be held responsible for responsibility for the these atrocities of its predecessor administration many decades ago,25658,nodeset6057,0,1,0,1,0,0,MB,"['mb', 'why', 'should', 'the', 'present', 'government', 'of', 'britain', 'be', 'hold', 'responsible', 'for', 'responsibility', 'for', 'the', 'these', 'atrocity', 'of', 'its', 'predecessor', 'administration', 'many', 'decade', 'ago']",24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
21,ES : Obviously we cannot for legal reasons go into sort of identifying individuals,we cannot for legal reasons go into sort of identifying individuals,25963,nodeset6057,0,1,0,0,0,1,ES,"['es', 'obviously', 'we', 'can', 'not', 'for', 'legal', 'reason', 'go', 'into', 'sort', 'of', 'identify', 'individual']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
22,ES : why the current government of today should be held liable,the current government of today should be held liable,25670,nodeset6057,0,1,0,1,0,0,ES,"['es', 'why', 'the', 'current', 'government', 'of', 'today', 'should', 'be', 'hold', 'liable']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
23,ES :  is because there is an outstanding crime that has been committed,there is an outstanding crime that has been committed,25673,nodeset6057,0,1,0,0,0,1,ES,"['es', 'be', 'because', 'there', 'be', 'an', 'outstanding', 'crime', 'that', 'have', 'be', 'commit']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
24,"ES : these were not only, you know, crimes of torture",these were not only crimes of torture,25964,nodeset6057,0,1,0,0,0,1,ES,"['es', 'these', 'be', 'not', 'only', 'you', 'know', 'crime', 'of', 'torture']",10,,torture,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
25,"ES : there were war crimes committed,","there were war crimes committed,",25680,nodeset6057,0,1,0,0,0,1,ES,"['es', 'there', 'be', 'war', 'crime', 'commit']",6,,,,,war,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
26,ES : there were crimes against humanity,there were crimes against humanity,25681,nodeset6057,0,1,0,0,0,1,ES,"['es', 'there', 'be', 'crime', 'against', 'humanity']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
27,ES : My understanding of international law is that there is no statute of limitations,there is no statute of limitations,25691,nodeset6057,0,1,0,0,0,1,ES,"['es', 'my', 'understanding', 'of', 'international', 'law', 'be', 'that', 'there', 'be', 'no', 'statute', 'of', 'limitation']",14,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
28,ES : I think it would be totally different if the survivors had all died,it would be totally different if the survivors had all died,25694,nodeset6057,0,1,0,1,0,0,ES,"['es', 'I', 'think', 'it', 'would', 'be', 'totally', 'different', 'if', 'the', 'survivor', 'have', 'all', 'die']",14,,die,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
29,"ES : But actually, you have living victims.",you have living victims.,25697,nodeset6057,0,1,0,0,0,1,ES,"['es', 'but', 'actually', 'you', 'have', 'living', 'victim']",7,,victim,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
30,LA : I don't know what - could you tell me what you think colonialism is?,colonialism is xxx,111666,nodeset6058,0,0,0,0,0,0,LA,"['la', 'I', 'don', 't', 'know', 'what', 'could', 'you', 'tell', 'I', 'what', 'you', 'think', 'colonialism', 'be']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,"MT : Well, I guess for my definition, I would talk about rich countries in the West occupying countries of other people and imposing their rule on them and generally speaking extracting various forms of wealth from those countries to benefit the host country",rich countries in the West occupying countries of other people and imposing their rule on them and generally speaking extracting various forms of wealth from those countries to benefit the host country,26280,nodeset6058,0,0,0,0,0,0,MT,"['mt', 'well', 'I', 'guess', 'for', 'my', 'definition', 'I', 'would', 'talk', 'about', 'rich', 'country', 'in', 'the', 'west', 'occupy', 'country', 'of', 'other', 'people', 'and', 'impose', 'their', 'rule', 'on', 'they', 'and', 'generally', 'speak', 'extract', 'various', 'form', 'of', 'wealth', 'from', 'those', 'country', 'to', 'benefit', 'the', 'host', 'country']",43,benefit,,,,country,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,AM : Is it not the case that you are stretching your definition in order to make the British Empire fit into that?,you are stretching your definition in order to make the British Empire fit into that?,25884,nodeset6059,0,1,0,1,0,0,AM,"['be', 'be', 'it', 'not', 'the', 'case', 'that', 'you', 'be', 'stretch', 'your', 'definition', 'in', 'order', 'to', 'make', 'the', 'british', 'empire', 'fit', 'into', 'that']",22,,,,,,,"order,empire",,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
33,ES : They did see this as being like under the Third Reich in effect.,They did see this as being like under the Third Reich in effect.,25889,nodeset6059,0,1,0,0,0,1,ES,"['es', 'they', 'do', 'see', 'this', 'as', 'be', 'like', 'under', 'the', 'third', 'reich', 'in', 'effect']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
34,AM : You think that as well?,ES thinks / does not think that,111677,nodeset6059,0,0,0,0,0,0,AM,"['be', 'you', 'think', 'that', 'as', 'well']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,"ES :  Well actually, speak to those who are survivors",speak to those who are survivors,25888,nodeset6059,0,0,0,0,0,0,ES,"['es', 'well', 'actually', 'speak', 'to', 'those', 'who', 'be', 'survivor']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,"MB : Lee Jasper, is it your position that the current British Government has a lot more to apologise for in terms of colonialism than the ill-treatment of some now elderly Kenyans?",it is / is not Lee's position that the current British Government has a lot more to apologize for in terms of colonialism than the ill-treatment of some now elderly Kenyans,111690,nodeset6060,0,1,0,1,0,0,MB,"['mb', 'lee', 'jasper', 'be', 'it', 'your', 'position', 'that', 'the', 'current', 'british', 'government', 'have', 'a', 'lot', 'more', 'to', 'apologise', 'for', 'in', 'term', 'of', 'colonialism', 'than', 'the', 'ill', 'treatment', 'of', 'some', 'now', 'elderly', 'kenyan']",32,,,,,,,elderly,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
37,JA : It goes to the route of the modern malaise of a non-inclusive notion of British citizenship.,It goes to the route of the modern malaise of a non-inclusive notion of British citizenship.,28602,nodeset6060,0,1,0,1,0,1,JA,"['ja', 'it', 'go', 'to', 'the', 'route', 'of', 'the', 'modern', 'malaise', 'of', 'a', 'non', 'inclusive', 'notion', 'of', 'british', 'citizenship']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,"JA : I think the relics of colonialism, racism and the current dystopia around in relation to people groping focus a kind of inclusive British citizenship that relieves them of the guilt of their - of the past, and opens up a vista of an inclusive future, actually relies on, to some extent, Britain having a truth and reconciliation moment,","I think the relics of colonialism, racism and the current dystopia around in relation to people groping focus a kind of inclusive British citizenship that relieves them of the guilt of their - of the past, and opens up a vista of an inclusive future, actually relies on, to some extent, Britain having a truth and reconciliation moment,",28609,nodeset6060,0,1,0,0,0,1,JA,"['ja', 'I', 'think', 'the', 'relic', 'of', 'colonialism', 'racism', 'and', 'the', 'current', 'dystopia', 'around', 'in', 'relation', 'to', 'people', 'grope', 'focus', 'a', 'kind', 'of', 'inclusive', 'british', 'citizenship', 'that', 'relieve', 'they', 'of', 'the', 'guilt', 'of', 'their', 'of', 'the', 'past', 'and', 'open', 'up', 'a', 'vista', 'of', 'an', 'inclusive', 'future', 'actually', 'rely', 'on', 'to', 'some', 'extent', 'britain', 'have', 'a', 'truth', 'and', 'reconciliation', 'moment']",58,relieve,,,racism,,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
39,"JA : and saying, regardless of what the specificities of legalities are, and they can produce some pretty perverse judgments","and saying, regardless of what the specificities of legalities are, and they can produce some pretty perverse judgments",28612,nodeset6060,0,1,0,0,0,1,JA,"['ja', 'and', 'say', 'regardless', 'of', 'what', 'the', 'specificity', 'of', 'legality', 'be', 'and', 'they', 'can', 'produce', 'some', 'pretty', 'perverse', 'judgment']",19,,,,,,,,,,perverse,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
40,"JA :  as we all know, the moral case is absolutely unanswerable","as we all know, the moral case is absolutely unanswerable",28615,nodeset6060,0,1,0,0,0,1,JA,"['ja', 'as', 'we', 'all', 'know', 'the', 'moral', 'case', 'be', 'absolutely', 'unanswerable']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
41,JA : and we ought to do the right thing,and we ought to do the right thing,28618,nodeset6060,0,1,0,1,0,0,JA,"['ja', 'and', 'we', 'ought', 'to', 'do', 'the', 'right', 'thing']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
42,"MP : But is it your view that the history of colonialism, maybe the history of slavery, is responsible for racism in Britain?","It is / is not JA's view that the history of colonialism, maybe the history of slavery, is responsible for racism in Britain",111711,nodeset6061,0,0,0,0,0,0,MP,"['mp', 'but', 'be', 'it', 'your', 'view', 'that', 'the', 'history', 'of', 'colonialism', 'maybe', 'the', 'history', 'of', 'slavery', 'be', 'responsible', 'for', 'racism', 'in', 'britain']",22,,,,racism,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,MP : Is that part of your case?,that is / is not part of JA's case,111713,nodeset6061,0,0,0,0,0,0,MP,"['mp', 'be', 'that', 'part', 'of', 'your', 'case']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,"JA : Well undoubtedly the contemporary notion of racism, in terms of global white superiority, exemplified by colonialism, and still has relics today in our language, in our customs and practice, and as we've seen very recently with John Terry in our courts, still very much a sort of live issue","undoubtedly the contemporary notion of racism, in terms of global white superiority, exemplified by colonialism, and still has relics today in our language, in our customs and practice, and as we've seen very recently with John Terry in our courts, still very much a sort of live issue",28691,nodeset6061,0,0,0,0,0,0,JA,"['ja', 'well', 'undoubtedly', 'the', 'contemporary', 'notion', 'of', 'racism', 'in', 'term', 'of', 'global', 'white', 'superiority', 'exemplify', 'by', 'colonialism', 'and', 'still', 'have', 'relic', 'today', 'in', 'our', 'language', 'in', 'our', 'custom', 'and', 'practice', 'and', 'as', 'we', 've', 'see', 'very', 'recently', 'with', 'john', 'terry', 'in', 'our', 'court', 'still', 'very', 'much', 'a', 'sort', 'of', 'live', 'issue']",51,,,,racism,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45,"MP : Then how do you deal with the fact that black countries, black people are racist","JA  deals with the fact that black countries, black people are racist by xxx",111719,nodeset6061,0,0,0,0,0,0,MP,"['mp', 'then', 'how', 'do', 'you', 'deal', 'with', 'the', 'fact', 'that', 'black', 'country', 'black', 'people', 'be', 'racist']",16,,,,racist,country,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
46,JA : I don't agree black people can be racist in the United Kingdom context.,black people can't be racist in the United Kingdom context,111722,nodeset6061,0,1,0,1,0,0,JA,"['ja', 'I', 'don', 't', 'agree', 'black', 'people', 'can', 'be', 'racist', 'in', 'the', 'united', 'kingdom', 'context']",15,,,,racist,united,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
47,JA : They can be racially offensive,They can be racially offensive,28704,nodeset6061,0,1,0,0,0,1,JA,"['ja', 'they', 'can', 'be', 'racially', 'offensive']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
48,MP : They can't be prejudiced against white people?,They can be prejudiced against white people,111729,nodeset6061,1,0,1,0,1,0,MP,"['mp', 'they', 'can', 't', 'be', 'prejudice', 'against', 'white', 'people']",9,,,,prejudice,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49,"JA : in order to effect racism, you really need, in the proper sense of the word, you need prejudice and power","in order to effect racism, you really need, in the proper sense of the word, you need prejudice and power",28715,nodeset6061,1,0,0,0,1,0,JA,"['ja', 'in', 'order', 'to', 'effect', 'racism', 'you', 'really', 'need', 'in', 'the', 'proper', 'sense', 'of', 'the', 'word', 'you', 'need', 'prejudice', 'and', 'power']",21,,,,"racism,prejudice",,,"order,proper",,,,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
50,"JA :  And it's not something that is within the scope of very many black British citizens, here in the United Kingdom or Europe","it's not something that is within the scope of very many black British citizens, here in the United Kingdom or Europe",28722,nodeset6061,1,0,0,0,1,0,JA,"['ja', 'and', 'it', 's', 'not', 'something', 'that', 'be', 'within', 'the', 'scope', 'of', 'very', 'many', 'black', 'british', 'citizen', 'here', 'in', 'the', 'united', 'kingdom', 'or', 'europe']",24,,,,,united,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
51,"JA : If you're talking about internationally, then racism is not just a dictionary definition","If you're talking about internationally, then racism is not just a dictionary definition",28725,nodeset6061,1,0,0,0,1,0,JA,"['ja', 'if', 'you', 're', 'talk', 'about', 'internationally', 'then', 'racism', 'be', 'not', 'just', 'a', 'dictionary', 'definition']",15,,,,racism,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
52,"JA :  but it is imbued with geography, history and culture","it is imbued with geography, history and culture",28728,nodeset6061,0,1,0,1,0,1,JA,"['ja', 'but', 'it', 'be', 'imbue', 'with', 'geography', 'history', 'and', 'culture']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,JA : and that gives it its specific meaning,that gives it its specific meaning,28734,nodeset6061,0,1,0,0,0,1,JA,"['ja', 'and', 'that', 'give', 'it', 'its', 'specific', 'meaning']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
54,JA : There is no universal definition in relation to its application 聽,There is no universal definition in relation to its application 聽,28740,nodeset6061,0,1,0,1,0,0,JA,"['ja', 'there', 'be', 'no', 'universal', 'definition', 'in', 'relation', 'to', 'its', 'application', '聽']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
55,"MB : From your point of view, even if this hearing itself or the damages claims by these three individuals are concerned, should it be the occasion for examining the colonial legacy?","even if this hearing itself or the damages claims by these three individuals are concerned, it should / should not be the occasion for examining the colonial legacy",111751,nodeset6062,0,1,0,1,0,0,MB,"['mb', 'from', 'your', 'point', 'of', 'view', 'even', 'if', 'this', 'hear', 'itself', 'or', 'the', 'damage', 'claim', 'by', 'these', 'three', 'individual', 'be', 'concern', 'should', 'it', 'be', 'the', 'occasion', 'for', 'examine', 'the', 'colonial', 'legacy']",31,,damage,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
56,"ES : In fact, some of us would argue the case doesn't go far enough",some of us would argue the case doesn't go far enough,28796,nodeset6062,0,1,0,1,0,1,ES,"['es', 'in', 'fact', 'some', 'of', 'we', 'would', 'argue', 'the', 'case', 'doesn', 't', 'go', 'far', 'enough']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,ES : because the colonial context is absent,the colonial context is absent,28802,nodeset6062,0,1,0,0,0,1,ES,"['es', 'because', 'the', 'colonial', 'context', 'be', 'absent']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
58,"ES : and without recognising colonialism, it's very hard to understand what actually took place.","without recognising colonialism, it's very hard to understand what actually took place.",28808,nodeset6062,0,1,0,0,0,1,ES,"['es', 'and', 'without', 'recognise', 'colonialism', 'it', 's', 'very', 'hard', 'to', 'understand', 'what', 'actually', 'take', 'place']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
59,"AM : So it's a symbolic case, to open a wider door?","it's a symbolic case, to open a wider door",25593,nodeset6063,0,0,0,0,0,0,AM,"['be', 'so', 'it', 's', 'a', 'symbolic', 'case', 'to', 'open', 'a', 'wide', 'door']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,ES : For some people it is.,For some people it is,7430,nodeset6063,0,0,0,0,0,0,ES,"['es', 'for', 'some', 'people', 'it', 'be']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,AM : So the guilt must be on the side of the colonial power,the guilt must be on the side of the colonial power,111767,nodeset6063,1,0,1,0,0,0,AM,"['be', 'so', 'the', 'guilt', 'must', 'be', 'on', 'the', 'side', 'of', 'the', 'colonial', 'power']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
62,ES : We have to go to the roots of this problem,We have to go to the roots of this problem,25852,nodeset6063,0,1,0,1,1,0,ES,"['es', 'we', 'have', 'to', 'go', 'to', 'the', 'root', 'of', 'this', 'problem']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
