,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker
10,"Giles Fraser : Well I suspect the notion of hypocrisy has risen up the league table of offences, as our confidence in objective moral values has begun to weaken","Giles Fraser : if we make up our own morality for ourselves, then not keeping to our own standards is just about the only thing left that you’ve got to condemn someone about","Well Giles Fraser suspects the notion of hypocrisy has risen up the league table of offences, as our confidence in objective moral values has begun to weaken","if we make up our own morality for ourselves, then not keeping to our own standards is just about the only thing left that you’ve got to condemn someone about",Default Inference,nodeset15911,431382,431386,431388,False,Giles Fraser,Giles Fraser,Giles Fraser
11,"Tim Stanley : When a politician says they regret doing something, what they mean is they regret getting caught",Tim Stanley : Politics warps people’s morality,"When a politician says they regret doing something, what they mean is they regret getting caught",Politics warps people’s morality,Default Inference,nodeset15911,431393,431397,431403,False,Tim Stanley,Tim Stanley,Tim Stanley
12,"Tim Stanley : And I just wish that more politicians could say, we’re all broken, we all need fixing, and that includes me","Tim Stanley : When a politician says they regret doing something, what they mean is they regret getting caught","And Tim Stanley just wishes that more politicians could say, we’re all broken, we all need fixing, and that includes me","When a politician says they regret doing something, what they mean is they regret getting caught",Default Inference,nodeset15911,431401,431393,431406,False,Tim Stanley,Tim Stanley,Tim Stanley
13,"Kehinde Andrews : if you’ve been a politician who’s part of a regime that’s criminalised drug possession and said that they should rule you out of particular jobs and professions, then you should be judged by that standard",Kehinde Andrews : Well I think we should judge this issue on the politics of hypocrisy,"if you’ve been a politician who’s part of a regime that’s criminalised drug possession and said that they should rule you out of particular jobs and professions, then you should be judged by that standard",Well Kehinde Andrews thinks we should judge this issue on the politics of hypocrisy,Default Inference,nodeset15911,431415,431411,431417,False,Kehinde Andrews,Kehinde Andrews,Kehinde Andrews
14,Melanie Phillips : Well I take the view that what he did so badly wrong was not the hypocrisy but the drug taking,"Giles Fraser : Well I suspect the notion of hypocrisy has risen up the league table of offences, as our confidence in objective moral values has begun to weaken",Well Melanie Phillips takes the view that what Michael Gove did so badly wrong was not the hypocrisy but the drug taking,"Well Giles Fraser suspects the notion of hypocrisy has risen up the league table of offences, as our confidence in objective moral values has begun to weaken",Default Conflict,nodeset15911,431369,431382,431421,False,Melanie Phillips,Giles Fraser,Giles Fraser
15,"Giles Fraser : Well I suspect the notion of hypocrisy has risen up the league table of offences, as our confidence in objective moral values has begun to weaken",Kehinde Andrews : Well I think we should judge this issue on the politics of hypocrisy,"Well Giles Fraser suspects the notion of hypocrisy has risen up the league table of offences, as our confidence in objective moral values has begun to weaken",Well Kehinde Andrews thinks we should judge this issue on the politics of hypocrisy,Default Inference,nodeset15911,431382,431411,431424,False,Giles Fraser,Kehinde Andrews,Kehinde Andrews
16,Melanie Phillips : I took an unforgiving view,"Melanie Phillips : as a grown man of 30 plus, he knew perfectly well how…the…of the chain of misery and damage that hard drugs do",Melanie Phillips took an unforgiving view,"as a grown man of 30 plus, Michael Gove knew perfectly well how…the…of the chain of misery and damage that hard drugs do",Default Inference,nodeset15911,431430,431436,431438,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
17,Melanie Phillips : I took an unforgiving view,Melanie Phillips : Well I take the view that what he did so badly wrong was not the hypocrisy but the drug taking,Melanie Phillips took an unforgiving view,Well Melanie Phillips takes the view that what Michael Gove did so badly wrong was not the hypocrisy but the drug taking,Default Inference,nodeset15911,431430,431369,431441,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
18,Michael Buerk : How does that work,Paul Staines : I’m pretty open about it,Being merciless on Michael Gove but using cocaine yourself works xxx,Paul Staines is pretty open about using cocaine,Default Rephrase,nodeset15914,431646,431656,431662,False,Michael Buerk,Paul Staines,Paul Staines
19,Paul Staines : I’m pretty open about it,Paul Staines : I’ve been a…I was involved in acid house raves back in my youth,Paul Staines is pretty open about using cocaine,Paul Staines has been a…he was involved in acid house raves back in his youth,Default Inference,nodeset15914,431656,431672,431685,False,Paul Staines,Paul Staines,Paul Staines
20,Paul Staines : I’m pretty open about it,Paul Staines : I am one of those social middle class cocaine users,Paul Staines is pretty open about using cocaine,Paul Staines is one of those social middle class cocaine users,Default Inference,nodeset15914,431656,431679,431688,False,Paul Staines,Paul Staines,Paul Staines
21,"Melanie Phillips : In other words, hypocrisy is not the greatest problem","Melanie Phillips : In the now famous article that Michael Gove wrote in The Times in which he criticised middle class professionals for drug taking, he actually said that…he acknowledged the problem of hypocrisy, but he said that hypocrisy shouldn’t prevent the same professionals from taking action to mitigate the harm that drugs do","In other words, hypocrisy is not the greatest problem","In the now famous article that Michael Gove wrote in The Times in which he criticised middle class professionals for drug taking, he actually said that…he acknowledged the problem of hypocrisy, but he said that hypocrisy shouldn’t prevent the same professionals from taking action to mitigate the harm that drugs do",Default Inference,nodeset15914,431731,431719,431753,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
22,Melanie Phillips : Isn’t that the right way round,Paul Staines : I don’t think I go along with it,"The greatest problem being preventing drug harm, not hypocrisy is the right way round",Paul Staines doesn’t think he goes along with hypocrisy not being the greatest problem,Default Conflict,nodeset15914,431749,431769,431812,False,Melanie Phillips,Paul Staines,Paul Staines
23,Paul Staines : I don’t think I go along with it,Paul Staines : the way to mitigate the harms from drugs are to treat it as…the people who…and in my life I’ve known people who’ve gotten in to trouble using drugs,Paul Staines doesn’t think he goes along with hypocrisy not being the greatest problem,the way to mitigate the harms from drugs are to treat it as…the people who…and in Paul Staine's life he's known people who’ve gotten in to trouble using drugs,Default Inference,nodeset15914,431769,431791,431819,False,Paul Staines,Paul Staines,Paul Staines
24,Paul Staines : I think it is a problem,"Paul Staines : it’s particularly problematic in Michael Gove’s case, given he was justice secretary, that he had…and enforced rules on teachers where they were banned",I think it is a problem,"it’s particularly problematic in Michael Gove’s case, given he was justice secretary, that he had…and enforced rules on teachers where they were banned",Default Inference,nodeset15914,431863,431869,431871,False,Paul Staines,Paul Staines,Paul Staines
25,Paul Staines : So it’s different.  It’s the usual problem of lawmakers can’t be lawbreakers,Paul Staines : Now we’re asking whether his historic law breaking affected his current law making,So it’s different.  It’s the usual problem of lawmakers can’t be lawbreakers,Now we’re asking whether his historic law breaking affected his current law making,Default Inference,nodeset15914,431888,431891,431902,False,Paul Staines,Paul Staines,Paul Staines
26,Paul Staines : Now we’re asking whether his historic law breaking affected his current law making,Paul Staines : he was enforcing laws that he himself broke,Now we’re asking whether his historic law breaking affected his current law making,he was enforcing laws that he himself broke,Default Inference,nodeset15914,431891,431895,431903,False,Paul Staines,Paul Staines,Paul Staines
27,Melanie Phillips : Do you think that people who break the law should be held accountable for their actions,"Paul Staines : Yes, I do",Paul Staines does/doesn't think that people who break the law should be held accountable for their actions,Paul Staines thinks that people who break the law should be held accountable for their actions,Default Rephrase,nodeset15914,431921,431925,431928,False,Melanie Phillips,Paul Staines,Paul Staines
28,Paul Staines : I am one of those social middle class cocaine users,Paul Staines : I’m a libertarian and a political journalist,Paul Staines is one of those social middle class cocaine users,Paul Staines is a libertarian and a political journalist,Default Inference,nodeset15914,431679,431699,431934,False,Paul Staines,Paul Staines,Paul Staines
29,Paul Staines : I’m pretty open about it,Paul Staines : I’ve never pretended any different,Paul Staines is pretty open about using cocaine,Paul Staines has never pretended any different,Default Rephrase,nodeset15914,431656,431940,431946,False,Paul Staines,Paul Staines,Paul Staines
30,Paul Staines : I’m pretty open about it,Paul Staines : I’ve never been hypocritical about it,Paul Staines is pretty open about using cocaine,Paul Staines has never been hypocritical about drug use,Default Rephrase,nodeset15914,431656,431944,431949,False,Paul Staines,Paul Staines,Paul Staines
31,"Melanie Phillips : In other words, hypocrisy is not the greatest problem",Melanie Phillips : The greatest problem was to prevent drug harm,"In other words, hypocrisy is not the greatest problem",The greatest problem was to prevent drug harm,Default Inference,nodeset15914,431731,431739,431953,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
32,Paul Staines : the way to mitigate the harms from drugs are to treat it as…the people who…and in my life I’ve known people who’ve gotten in to trouble using drugs,"Paul Staines : it’s a medical problem, as alcohol is",the way to mitigate the harms from drugs are to treat it as…the people who…and in Paul Staine's life he's known people who’ve gotten in to trouble using drugs,"using drugs is a medical problem, as alcohol is",Default Inference,nodeset15914,431791,431781,431955,False,Paul Staines,Paul Staines,Paul Staines
33,"Paul Staines : it’s a medical problem, as alcohol is",Paul Staines : the most problematic aspect of people using drug commodities is the illegality of it and the whole chain of events and criminality and violence and all that that allows,"using drugs is a medical problem, as alcohol is",the most problematic aspect of people using drug commodities is the illegality of it and the whole chain of events and criminality and violence and all that that allows,Default Inference,nodeset15914,431781,431804,431957,False,Paul Staines,Paul Staines,Paul Staines
34,Paul Staines : I will readily confess,"Paul Staines : I know you’re going to say, you broke the law",Paul Staines will readily confess,"Paul Staines knows Melanie Phillips is going to say, you broke the law",Default Inference,nodeset15914,431971,431968,431995,False,Paul Staines,Paul Staines,Paul Staines
35,"Paul Staines : I readily confess that I break the law, even though I believe in the rule of law",Paul Staines : another law I break is I don’t pay my TV Licence fee,"Paul Staines readily confesses that he breaks the law, even though he believes in the rule of law",another law Paul Staines breaks is he doesn’t pay his TV Licence fee,Default Inference,nodeset15914,431981,431985,431999,False,Paul Staines,Paul Staines,Paul Staines
36,Melanie Phillips : Aren’t you a hypocrite,Melanie Phillips : isn’t that exactly the definition of hypocrisy,You are a hypocrite,That is exactly the definition of hypocrisy,Default Rephrase,nodeset15914,431975,431989,432002,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
37,Melanie Phillips : Aren’t you a hypocrite,Melanie Phillips : isn’t that exactly the definition of hypocrisy,You are a hypocrite,That is exactly the definition of hypocrisy,Default Rephrase,nodeset15914,431975,431989,432002,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
38,Paul Staines : I break loads of laws,Paul Staines : another law I break is I don’t pay my TV Licence fee,Paul Staines breaks loads of laws,another law Paul Staines breaks is he doesn’t pay his TV Licence fee,Default Inference,nodeset15914,431993,431985,432005,False,Paul Staines,Paul Staines,Paul Staines
39,Melanie Phillips : isn’t that exactly the definition of hypocrisy,Melanie Phillips : isn’t that the definition of hypocrisy,That is exactly the definition of hypocrisy,That is the definition of hypocrisy,Default Rephrase,nodeset15914,431989,432010,432012,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
40,Paul Staines : I break loads of laws,Paul Staines : I speed,Paul Staines breaks loads of laws,Paul Staines speeds,Default Inference,nodeset15914,431993,432017,432019,False,Paul Staines,Paul Staines,Paul Staines
41,Paul Staines : I break loads of laws,Paul Staines : I broke lots of…well just means I’m a lawbreaker,Paul Staines breaks loads of laws,Paul Staines broke lots of…well just means he's a lawbreaker,Default Rephrase,nodeset15914,431993,432024,432026,False,Paul Staines,Paul Staines,Paul Staines
42,Melanie Phillips : isn’t that the definition of hypocrisy,Melanie Phillips : You are doing what you criticise others for doing,That is the definition of hypocrisy,Paul Staines is doing what he criticises others for doing,Default Rephrase,nodeset15914,432010,432031,432033,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
43,Melanie Phillips : You are doing what you criticise others for doing,"Paul Staines : if I said I didn’t break laws and pretended, I think I’d be hypocritical",Paul Staines is doing what he criticises others for doing,"if Paul Staines said he didn’t break laws and pretended, he thinks he'd be hypocritical",Default Conflict,nodeset15914,432031,432038,432044,False,Melanie Phillips,Paul Staines,Paul Staines
44,"Paul Staines : if I said I didn’t break laws and pretended, I think I’d be hypocritical",Paul Staines : I am telling you right now I don’t pay the BBC Licence fee,"if Paul Staines said he didn’t break laws and pretended, he thinks he'd be hypocritical",Paul Staines is telling Melanie Phillips right now he doesn’t pay the BBC Licence fee,Default Inference,nodeset15914,432038,432042,432047,False,Paul Staines,Paul Staines,Paul Staines
45,Paul Staines : Am I,Melanie Phillips : Yes,Paul Staines is/isn't doing what he criticises other people for doing,Paul Staines is doing what he criticises other peoples for doing,Default Rephrase,nodeset15914,432061,432066,432069,False,Paul Staines,Melanie Phillips,Melanie Phillips
46,Paul Staines : I’m saying I break the law and I don’t agree with the laws,Paul Staines : I don’t agree with the rules and I don’t follow the rules,Paul Staines is saying he breaks the law and he doesn’t agree with the laws,Paul Staines doesn’t agree with the rules and he doesn’t follow the rules,Default Rephrase,nodeset15914,432074,432079,432081,False,Paul Staines,Paul Staines,Paul Staines
47,Paul Staines :  I disagree with Melanie that it makes me a bad person,"Paul Staines : if it was regulated in the same way that sugar’s regulated, comes from the same part of the world, it wouldn’t be this problematic commodity",Paul Staines disagrees with Melanie that drug use makes him a bad person,"if drug use was regulated in the same way that sugar’s regulated, comes from the same part of the world, it wouldn’t be this problematic commodity",Default Inference,nodeset15914,432104,432109,432113,False,Paul Staines,Paul Staines,Paul Staines
48,Melanie Phillips : Isn’t that the right way round,Melanie Phillips : The greatest problem was to prevent drug harm,"The greatest problem being preventing drug harm, not hypocrisy is the right way round",The greatest problem was to prevent drug harm,Default Inference,nodeset15914,431749,431739,432115,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
49,"Melanie Phillips : if you elevate hypocrisy to be, you know, the worst problem as I think you are doing, doesn’t that mean one can’t have any ideals",Paul Staines : I don’t think it’s the worst problem,"if you elevate hypocrisy to be, you know, the worst problem as I think you are doing, that means one can’t have any ideals",Paul Staines doesn’t think hypocrisy is the worst problem,Default Conflict,nodeset15914,432138,431860,432142,False,Melanie Phillips,Paul Staines,Melanie Phillips
50,Paul Staines : It’s a....hypocrisy on a different scale,Paul Staines : he was enforcing laws that he himself broke,It’s a....hypocrisy on a different scale,he was enforcing laws that he himself broke,Default Inference,nodeset15914,431910,431895,432152,False,Paul Staines,Paul Staines,Paul Staines
51,Melanie Phillips : You are doing what you criticise others for doing,Melanie Phillips : you are doing what you criticise other people for doing,Paul Staines is doing what he criticises others for doing,Paul Staines is doing what he criticises other people for doing,Default Rephrase,nodeset15914,432031,432057,432160,False,Melanie Phillips,Melanie Phillips,Melanie Phillips
52,Paul Staines : I will exercise my rights…civil disobedience,"Paul Staines : my civil disobedience is, I’m not paying the BBC Licence fee and I’m not going along with your drug laws",Paul Staines will exercise his rights…civil disobedience,"Paul Staines' civil disobedience is, he's not paying the BBC Licence fee and he's not going along with your drug laws",Default Inference,nodeset15914,432179,432185,432187,False,Paul Staines,Paul Staines,Paul Staines
53,Paul Staines : did he have high standards for,Giles Fraser : Let’s not talk about Gove,Michael Gove did/didn't have high standards for,Let’s not talk about Gove,Default Rephrase,nodeset15921,432855,432860,432863,False,Paul Staines,Giles Fraser,Giles Fraser
54,Paul Staines : we’re asking about a particular here,Giles Fraser : Well I’m not actually,we’re asking about a particular here,Well Giles Fraser is not asking about a particular,Default Conflict,nodeset15921,432874,432879,432882,False,Paul Staines,Giles Fraser,Giles Fraser
55,Giles Fraser : Well I’m not actually,Giles Fraser : I’m asking about hypocrisy,Well Giles Fraser is not asking about a particular,Giles Fraser is asking about hypocrisy,Default Inference,nodeset15921,432879,432886,432889,False,Giles Fraser,Giles Fraser,Giles Fraser
56,Giles Fraser : I’m asking about hypocrisy,Giles Fraser : I’m really wanting to know why hypocrisy becomes such a big deal,Giles Fraser is asking about hypocrisy,Giles Fraser is really wanting to know that hypocrisy becomes such a big deal because xxx,Default Inference,nodeset15921,432886,432894,432897,False,Giles Fraser,Giles Fraser,Giles Fraser
57,Paul Staines : Oh it’s because of the legislators,Paul Staines : They make the laws,Oh hypocrisy becomes a big deal because of the legislators,The legislators make the laws,Default Inference,nodeset15921,432902,432906,432908,False,Paul Staines,Paul Staines,Paul Staines
58,Paul Staines : Oh it’s because of the legislators,Paul Staines : They enforce the laws,Oh hypocrisy becomes a big deal because of the legislators,The legislators enforce the laws,Default Inference,nodeset15921,432902,432913,432916,False,Paul Staines,Paul Staines,Paul Staines
59,Paul Staines : Oh it’s because of the legislators,Paul Staines : Lawmakers can’t be lawbreakers,Oh hypocrisy becomes a big deal because of the legislators,Lawmakers can’t be lawbreakers,Default Inference,nodeset15921,432902,432921,432927,False,Paul Staines,Paul Staines,Paul Staines
60,Paul Staines : Lawmakers can’t be lawbreakers,Paul Staines : It’s a basic rule,Lawmakers can’t be lawbreakers,Lawmakers can't be lawbreakers is a basic rule,Default Inference,nodeset15921,432921,432925,432931,False,Paul Staines,Paul Staines,Paul Staines
61,Paul Staines : Lawmakers can’t be lawbreakers,Giles Fraser : Yeah,Lawmakers can’t be lawbreakers,Lawmakers can't be lawbreakers is a basic rule,Default Inference,nodeset15921,432921,432925,432931,False,Paul Staines,Giles Fraser,Giles Fraser
62,"Giles Fraser : I’m only interested in the whole notion of hypocrisy, which is what we’re trying to get at here and why hypocrisy for some people becomes such a big deal",Giles Fraser : for me it’s much less a deal because actually often it’s like you have really high standards but you don’t meet them,"Giles Fraser is only interested in the whole notion of hypocrisy, which is what we’re trying to get at here and why hypocrisy for some people becomes such a big deal",for Giles Fraser it’s much less a deal because actually often it’s like you have really high standards but you don’t meet them,Default Inference,nodeset15921,432948,432955,432957,False,Giles Fraser,Giles Fraser,Giles Fraser
63,Giles Fraser : for me it’s much less a deal because actually often it’s like you have really high standards but you don’t meet them,"Giles Fraser : I prefer them to cynics who go, nothing really matters and I’m consistent about that",for Giles Fraser it’s much less a deal because actually often it’s like you have really high standards but you don’t meet them,"Giles Fraser prefers people with high standards to cynics who go, nothing really matters and I’m consistent about that",Default Inference,nodeset15921,432955,432962,432964,False,Giles Fraser,Giles Fraser,Giles Fraser
64,"Paul Staines : So he…what you’re accusing me of is, you know, sort of, enforcing high standards of hypocrisy",Giles Fraser : I’m accusing you of the opposite actually,"So he…what Giles Fraser is accusing Paul Staines of is, you know, sort of, enforcing high standards of hypocrisy",Giles Fraser is accusing Paul Staines of the opposite actually,Default Conflict,nodeset15921,432974,432982,432984,False,Paul Staines,Giles Fraser,Giles Fraser
65,Giles Fraser : I’m accusing you of the opposite actually,Giles Fraser : I’m accusing you of having no real standards and meeting them very easily,Giles Fraser is accusing Paul Staines of the opposite actually,Giles Fraser is accusing Paul Staines of having no real standards and meeting them very easily,Default Inference,nodeset15921,432982,432989,432992,False,Giles Fraser,Giles Fraser,Giles Fraser
66,"Paul Staines : If we criminalised sugar, and some people do think sugar’s a very dangerous drug, causes you to get cancer, blah, blah, if we criminalise sugar and you have a sweet tooth…you know, I like to alter my mental state occasionally","Paul Staines : That is my weakness, like your sweet tooth perhaps","If we criminalised sugar, and some people do think sugar’s a very dangerous drug, causes you to get cancer, blah, blah, if we criminalise sugar and you have a sweet tooth…you know, I like to alter my mental state occasionally","Altering his mental state is Paul Staines' weakness, like your sweet tooth perhaps",Default Inference,nodeset15921,433024,433028,433030,False,Paul Staines,Paul Staines,Paul Staines
67,Giles Fraser : do you see the problem with those people who design their own morality to suit their own proclivities,"Paul Staines : If they are hypocritical, yes I do see that",Paul Staines does/doesn't see the problem with those people who design their own morality to suit their own proclivities,"If they are hypocritical, yes Paul Staines does see the problem with people who design their own morality to suit their own proclivities",Default Rephrase,nodeset15921,433035,433039,433041,False,Giles Fraser,Paul Staines,Paul Staines
68,Paul Staines : I don’t know why I’m on rack here for being open and honest,"Paul Staines : you know, I am open and honest",Paul Staines doesn’t know why he;s on rack here for being open and honest,"you know, Paul Staines is open and honest",Default Rephrase,nodeset15921,433047,433052,433055,False,Paul Staines,Paul Staines,Paul Staines
69,Paul Staines : I’m not hypocritical about it,Giles Fraser : You’re not hypocritical,Paul Staines is not hypocritical about it,Paul Staines is not hypocritical,Default Inference,nodeset15921,433071,433075,433077,False,Paul Staines,Giles Fraser,Giles Fraser
70,Giles Fraser : You’re not hypocritical,Giles Fraser : You’re not hypocritical at all,Paul Staines is not hypocritical,Paul Staines is not hypocritical at all,Default Rephrase,nodeset15921,433075,433082,433084,False,Giles Fraser,Giles Fraser,Giles Fraser
71,Paul Staines : I’d say I have high standards,Paul Staines : I think you should be free to do what you want to do,Paul Staines would say he has high standards,Paul Staines thinks you should be free to do what you want to do,Default Inference,nodeset15921,433093,433101,433103,False,Paul Staines,Paul Staines,Paul Staines
72,"Giles Fraser : I’m condemning you for the exact opposite, what you think I’m saying",Giles Fraser : I’m not saying that you proclaim one thing and do another,"Giles Fraser is condemning Paul Staines  for the exact opposite, what he think I’m saying",Giles Fraser is not saying that Paul Staines proclaims one thing and does another,Default Inference,nodeset15921,433108,433112,433114,False,Giles Fraser,Giles Fraser,Giles Fraser
73,"Giles Fraser : I’m actually saying, to be consistent, you keep your standards necessarily low and so it’s very easy to meet them",Giles Fraser : I’m not saying that you proclaim one thing and do another,"Giles Fraser is actually saying, to be consistent, Paul Staines keeps his standards necessarily low and so it’s very easy to meet them",Giles Fraser is not saying that Paul Staines proclaims one thing and does another,Default Inference,nodeset15921,433119,433112,433121,False,Giles Fraser,Giles Fraser,Giles Fraser
74,"Giles Fraser : I’m actually saying, to be consistent, you keep your standards necessarily low and so it’s very easy to meet them","Paul Staines : No, no I don’t accept your premise","Giles Fraser is actually saying, to be consistent, Paul Staines keeps his standards necessarily low and so it’s very easy to meet them","No, no Paul Staines doesn’t accept Giles Fraser's premise",Default Conflict,nodeset15921,433119,433126,433128,False,Giles Fraser,Paul Staines,Paul Staines
75,Paul Staines : You are the one who has low standards,Paul Staines : low standard of freedom and respect for civil liberties,Giles Fraser is the one who has low standards,low standard of freedom and respect for civil liberties,Default Inference,nodeset15921,433146,433150,433152,False,Paul Staines,Paul Staines,Paul Staines
76,"Giles Fraser : Would you…and would you like…the same applies to your kids as well, the same",Paul Staines : Obviously not,"Would you…and would you like…the same applies to Paul Staines' kids as well, the same",Obviously not,Default Conflict,nodeset15921,433157,433161,433163,False,Giles Fraser,Paul Staines,Paul Staines
77,Giles Fraser : Let’s not talk about Gove,Giles Fraser : Let’s talk about…let’s do the philosophy of this a bit more,Let’s not talk about Gove,Let’s talk about…let’s do the philosophy of this a bit more,Default Inference,nodeset15921,432860,432867,433174,False,Giles Fraser,Giles Fraser,Giles Fraser
78,Giles Fraser : Let’s talk about…let’s do the philosophy of this a bit more,Paul Staines : we’re asking about a particular here,Let’s talk about…let’s do the philosophy of this a bit more,we’re asking about a particular here,Default Conflict,nodeset15921,432867,432874,433176,False,Giles Fraser,Paul Staines,Paul Staines
79,Giles Fraser : I’m really wanting to know why hypocrisy becomes such a big deal,Paul Staines : Oh it’s because of the legislators,Giles Fraser is really wanting to know that hypocrisy becomes such a big deal because xxx,Oh hypocrisy becomes a big deal because of the legislators,Default Rephrase,nodeset15921,432894,432902,433179,False,Giles Fraser,Paul Staines,Paul Staines
80,"Giles Fraser : I'm not interested in that so much, okay","Giles Fraser : I’m only interested in the whole notion of hypocrisy, which is what we’re trying to get at here and why hypocrisy for some people becomes such a big deal","Giles Fraser is not interested in Gove and drugs so much, okay","Giles Fraser is only interested in the whole notion of hypocrisy, which is what we’re trying to get at here and why hypocrisy for some people becomes such a big deal",Default Inference,nodeset15921,432943,432948,433182,False,Giles Fraser,Giles Fraser,Giles Fraser
81,Paul Staines : I don’t think there’s anything morally wrong with using certain commodities,"Paul Staines : If we criminalised sugar, and some people do think sugar’s a very dangerous drug, causes you to get cancer, blah, blah, if we criminalise sugar and you have a sweet tooth…you know, I like to alter my mental state occasionally",Paul Staines doesn’t think there’s anything morally wrong with using certain commodities,"If we criminalised sugar, and some people do think sugar’s a very dangerous drug, causes you to get cancer, blah, blah, if we criminalise sugar and you have a sweet tooth…you know, I like to alter my mental state occasionally",Default Inference,nodeset15921,433011,433024,433194,False,Paul Staines,Paul Staines,Paul Staines
