,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
18,CL : he assumes that people are incentivised to remain unemployed,Mr Cameron : people are incentivised to remain unemployed,116608,nodeset6262,0,1,0,0,0,1,CL,"['cl', 'he', 'assume', 'that', 'people', 'be', 'incentivise', 'to', 'remain', 'unemployed']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
19,"CL : you have to, as it were, bribe them into work","Mr Cameron : you have to, as it were, bribe them into work",116617,nodeset6262,0,1,0,0,0,1,CL,"['cl', 'you', 'have', 'to', 'as', 'it', 'be', 'bribe', 'they', 'into', 'work']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
20,Owen : 	No they don’t,they don't have a sense of entitlement from the state rather than a sense of self-reliance,43053,nodeset6279,1,0,0,0,1,0,Owen,"['owen', 'no', 'they', 'do', 'not']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
21,"Claire : I don’t think it is the equivalent of calling people feckless and lazy to say that a lot of young people today I’m afraid, have become as it were, so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”",it is not the equivalent of calling people feckless and lazy to say that a lot of young people have become so dependent that they say `Why should I take that job? I don't want to get up that early.'',43534,nodeset6283,1,0,0,0,1,0,Claire,"['claire', 'I', 'do', 'not', 'think', 'it', 'be', 'the', 'equivalent', 'of', 'call', 'people', 'feckless', 'and', 'lazy', 'to', 'say', 'that', 'a', 'lot', 'of', 'young', 'people', 'today', 'I', '’', 'm', 'afraid', 'have', 'become', 'as', 'it', 'be', 'so', 'dependent', 'in', 'a', 'passive', 'way', 'on', 'somebody', 'else', 'sort', 'thing', 'out', 'for', 'they', 'that', 'they', 'do', 'say', 'why', 'should', 'I', 'take', 'that', 'job', 'I', 'do', 'not', 'want', 'to', 'get', 'up', 'that', 'early']",66,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
22,"Kenan : it is the equivalent of calling people feckless and lazy to say that a lot of young people today have become so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”","it is the equivalent of calling people feckless and lazy to say that a lot of young people today have become so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”",43528,nodeset6283,0,1,0,0,0,1,Kenan,"['kenan', 'it', 'be', 'the', 'equivalent', 'of', 'call', 'people', 'feckless', 'and', 'lazy', 'to', 'say', 'that', 'a', 'lot', 'of', 'young', 'people', 'today', 'have', 'become', 'so', 'dependent', 'in', 'a', 'passive', 'way', 'on', 'somebody', 'else', 'sort', 'thing', 'out', 'for', 'they', 'that', 'they', 'do', 'say', 'why', 'should', 'I', 'take', 'that', 'job', 'I', 'do', 'not', 'want', 'to', 'get', 'up', 'that', 'early']",55,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
23,"AM : I think the welfare state at its best, balances moral and practical considerations","the welfare state at its best, balances moral and practical considerations",27347,nodeset6230,0,0,0,0,0,0,AM,"['be', 'I', 'think', 'the', 'welfare', 'state', 'at', 'its', 'good', 'balance', 'moral', 'and', 'practical', 'consideration']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,AM : but it does need reform,it does need reform,27350,nodeset6230,0,1,0,1,0,0,AM,"['be', 'but', 'it', 'do', 'need', 'reform']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
25,AM : and it needs thoughtful reform to avoid the tendency that it has to trap people in dependency as a way of life,it needs thoughtful reform to avoid the tendency that it has to trap people in dependency as a way of life,27355,nodeset6230,0,1,0,0,0,1,AM,"['be', 'and', 'it', 'need', 'thoughtful', 'reform', 'to', 'avoid', 'the', 'tendency', 'that', 'it', 'have', 'to', 'trap', 'people', 'in', 'dependency', 'as', 'a', 'way', 'of', 'life']",23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
26,AM :  I would suggest that that is neither a moral nor a practical way forward,that is neither a moral nor a practical way forward,27358,nodeset6230,0,1,0,0,0,1,AM,"['be', 'I', 'would', 'suggest', 'that', 'that', 'be', 'neither', 'a', 'moral', 'nor', 'a', 'practical', 'way', 'forward']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
27,AM : so Mr Cameron was perfectly within his rights to raise that,Mr Cameron was perfectly within his rights to raise that,27361,nodeset6230,0,1,0,1,0,0,AM,"['be', 'so', 'mr', 'cameron', 'be', 'perfectly', 'within', 'his', 'right', 'to', 'raise', 'that']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
28,"KM : welfare is at heart an acknowledgment of the inadequacies of the market system, and an attempt to address them","welfare is at heart an acknowledgment of the inadequacies of the market system, and an attempt to address them",27251,nodeset6231,0,0,0,0,0,0,KM,"['km', 'welfare', 'be', 'at', 'heart', 'an', 'acknowledgment', 'of', 'the', 'inadequacy', 'of', 'the', 'market', 'system', 'and', 'an', 'attempt', 'to', 'address', 'they']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,KM : I think the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals,the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals,27254,nodeset6231,0,1,0,0,0,1,KM,"['km', 'I', 'think', 'the', 'current', 'debate', 'be', 'about', 'deflect', 'debate', 'from', 'those', 'failure', 'onto', 'the', 'suppose', 'moral', 'fecklessness', 'of', 'individual']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
30,KM : and in that I think politicians are not taking a moral stance over welfare reform,politicians are not taking a moral stance over welfare reform,27259,nodeset6231,0,1,0,1,0,0,KM,"['km', 'and', 'in', 'that', 'I', 'think', 'politician', 'be', 'not', 'take', 'a', 'moral', 'stance', 'over', 'welfare', 'reform']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
31,KM : they’re simply moralising,they’re simply moralising,27264,nodeset6231,0,1,0,0,0,1,KM,"['km', 'they', '’', 're', 'simply', 'moralise']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
32,CL : people are not naturally lazy or feckless,people are not naturally lazy or feckless,27267,nodeset6231,0,0,0,0,0,0,CL,"['cl', 'people', 'be', 'not', 'naturally', 'lazy', 'or', 'feckless']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,"CF : But I think that the problem for me is that welfarism has gone far beyond a safety net, or anything compassionate,","the problem is that welfarism has gone far beyond a safety net, or anything compassionate",115625,nodeset6231,0,1,0,1,0,0,CF,"['cf', 'but', 'I', 'think', 'that', 'the', 'problem', 'for', 'I', 'be', 'that', 'welfarism', 'have', 'go', 'far', 'beyond', 'a', 'safety', 'net', 'or', 'anything', 'compassionate']",22,"safety,compassionate",,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
34,CF : and has become an all consuming be all and end all for a significant minority of society,welfarism has become an all consuming be all and end all for a significant minority of society,27277,nodeset6231,0,1,0,0,0,1,CF,"['cf', 'and', 'have', 'become', 'an', 'all', 'consume', 'be', 'all', 'and', 'end', 'all', 'for', 'a', 'significant', 'minority', 'of', 'society']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
35,"CF : And so consequently, we actually encourage people to become dependent on the state",we actually encourage people to become dependent on the state,27282,nodeset6231,0,1,0,1,0,0,CF,"['cf', 'and', 'so', 'consequently', 'we', 'actually', 'encourage', 'people', 'to', 'become', 'dependent', 'on', 'the', 'state']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
36,CF :  and that actually is no good for anybody,that actually is no good for anybody,27287,nodeset6231,0,0,0,0,0,0,CF,"['cf', 'and', 'that', 'actually', 'be', 'no', 'good', 'for', 'anybody']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,CF : I’m not interested in Cameron making cuts,CF is not interested in Cameron making cuts,27290,nodeset6231,0,1,0,1,0,0,CF,"['cf', 'I', '’', 'm', 'not', 'interested', 'in', 'cameron', 'making', 'cut']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
38,CF : but I am interested in the demoralising impact of welfarism ,CF is interested in the demoralising impact of welfarism ,27293,nodeset6231,0,1,0,0,0,1,CF,"['cf', 'but', 'I', 'be', 'interested', 'in', 'the', 'demoralise', 'impact', 'of', 'welfarism']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
39,"MB : Is the welfare state, as it is, in your view a safety net or a trap?","the welfare state, as it is, is a safety net / is a trap",115646,nodeset6232,0,0,0,0,0,0,MB,"['mb', 'be', 'the', 'welfare', 'state', 'as', 'it', 'be', 'in', 'your', 'view', 'a', 'safety', 'net', 'or', 'a', 'trap']",17,safety,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,JB : It is a safety net,It is a safety net,27394,nodeset6232,0,0,0,0,0,0,JB,"['jb', 'it', 'be', 'a', 'safety', 'net']",6,safety,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,JB : but it is also very much a trap,it is also very much a trap,27398,nodeset6232,0,1,0,1,0,0,JB,"['jb', 'but', 'it', 'be', 'also', 'very', 'much', 'a', 'trap']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,JB : I liken it to a mouse trap which has a rather stale piece of cheese in it,JB likens it to a mouse trap which has a rather stale piece of cheese in it,27401,nodeset6232,0,1,0,1,0,1,JB,"['jb', 'I', 'liken', 'it', 'to', 'a', 'mouse', 'trap', 'which', 'have', 'a', 'rather', 'stale', 'piece', 'of', 'cheese', 'in', 'it']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,JB : it’s not particularly attractive,it’s not particularly attractive,27404,nodeset6232,0,1,0,0,0,1,JB,"['jb', 'it', '’', 'not', 'particularly', 'attractive']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
44,"JB : but the mouse going by is peckish and goes into the trap, nibbles the stale piece of cheese, and the trap clunks behind him","the mouse going by is peckish and goes into the trap, nibbles the stale piece of cheese, and the trap clunks behind him",27407,nodeset6232,0,1,0,0,0,1,JB,"['jb', 'but', 'the', 'mouse', 'go', 'by', 'be', 'peckish', 'and', 'go', 'into', 'the', 'trap', 'nibble', 'the', 'stale', 'piece', 'of', 'cheese', 'and', 'the', 'trap', 'clunk', 'behind', 'he']",25,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
45,JB : That’s how I regard it,That’s how JB regards it,27410,nodeset6232,0,0,0,0,0,0,JB,"['jb', 'that', '’', 'how', 'I', 'regard', 'it']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,JB : I didn’t refer to utopia,JB didn’t refer to utopia,27480,nodeset6233,0,1,0,1,0,0,JB,"['jb', 'I', 'do', 'not', 'refer', 'to', 'utopia']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
47,JB : I don’t believe that there is a utopia,there is a no utopia,27483,nodeset6233,0,1,0,1,0,1,JB,"['jb', 'I', 'do', 'not', 'believe', 'that', 'there', 'be', 'a', 'utopia']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,"JB : In fact I believe that people like you who believe as a utopia, are precisely the ones who have led to bad policies and bad results.","people like KM who believe as a utopia, are precisely the ones who have led to bad policies and bad results.",27488,nodeset6233,0,1,0,1,0,1,JB,"['jb', 'in', 'fact', 'I', 'believe', 'that', 'people', 'like', 'you', 'who', 'believe', 'as', 'a', 'utopia', 'be', 'precisely', 'the', 'one', 'who', 'have', 'lead', 'to', 'bad', 'policy', 'and', 'bad', 'result']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,"JB : It is the illusion that there is a utopia that has led to the idea that you can give people money for not working, and that will cause no perverse results","It is the illusion that there is a utopia that has led to the idea that you can give people money for not working, and that will cause no perverse results",27491,nodeset6233,0,1,0,0,0,1,JB,"['jb', 'it', 'be', 'the', 'illusion', 'that', 'there', 'be', 'a', 'utopia', 'that', 'have', 'lead', 'to', 'the', 'idea', 'that', 'you', 'can', 'give', 'people', 'money', 'for', 'not', 'work', 'and', 'that', 'will', 'cause', 'no', 'perverse', 'result']",32,,,,,,,,,,perverse,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
50,KM : So [there are currently 2.5 million unemployed,there are currently 2.5 million unemployed,27454,nodeset6233,0,0,0,0,0,0,KM,"['km', 'so', 'there', 'be', 'currently', '2.5', 'million', 'unemployed']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,"KM : there are less than 500,000 vacancies","there are less than 500,000 vacancies",27447,nodeset6233,0,0,0,0,0,0,KM,"['km', 'there', 'be', 'less', 'than', 'vacancy']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,"KM : In your utopia where you abolish the welfare state and welfare provisions, how would those 2 million people survive?","In JB's utopia where he abolishes the welfare state and welfare provisions, xxx is how would those 2 million people survive",115678,nodeset6233,0,0,0,0,0,0,KM,"['km', 'in', 'your', 'utopia', 'where', 'you', 'abolish', 'the', 'welfare', 'state', 'and', 'welfare', 'provision', 'how', 'would', 'those', 'million', 'people', 'survive']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,"KM : If it were politically possible, would you want to abolish the welfare state altogether?","If it were politically possible, JB would / would not want to abolish the welfare state altogether",115689,nodeset6235,0,0,0,0,0,0,KM,"['km', 'if', 'it', 'be', 'politically', 'possible', 'would', 'you', 'want', 'to', 'abolish', 'the', 'welfare', 'state', 'altogether']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,"KM : So, it’s going back to the politics of the poor house",it’s going back to the politics of the poor house,27417,nodeset6235,0,1,0,1,0,0,KM,"['km', 'so', 'it', '’', 's', 'go', 'back', 'to', 'the', 'politic', 'of', 'the', 'poor', 'house']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
55,JB : unemployment is a crime not a personal tragedy,unemployment is a crime not a personal tragedy,27421,nodeset6235,0,1,0,0,0,1,JB,"['jb', 'unemployment', 'be', 'a', 'crime', 'not', 'a', 'personal', 'tragedy']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
56,JB : Nothing I’ve said implies that I regard it as a crime,Nothing JB said implies that JB regards it as a crime,27435,nodeset6235,0,1,0,0,0,1,JB,"['jb', 'nothing', 'I', '’', 've', 'say', 'imply', 'that', 'I', 'regard', 'it', 'as', 'a', 'crime']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
57,"JB : I regard unemployment as a state out of which everybody could get, if the government didn’t get in the way","unemployment is a state out of which everybody could get, if the government didn’t get in the way",27441,nodeset6235,0,0,0,0,0,0,JB,"['jb', 'I', 'regard', 'unemployment', 'as', 'a', 'state', 'out', 'of', 'which', 'everybody', 'could', 'get', 'if', 'the', 'government', 'do', 'not', 'get', 'in', 'the', 'way']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,JB : I didn’t say that,JB didn't say that,27742,nodeset6235,0,1,0,1,0,0,JB,"['jb', 'I', 'do', 'not', 'say', 'that']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
59,KM : So [how do you regard it?,xxx is how JB regards it,115717,nodeset6235,0,0,0,0,0,0,KM,"['km', 'so', 'how', 'do', 'you', 'regard', 'it']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,KM : So [there are currently 2.5 million unemployed,there are currently 2.5 million unemployed,27454,nodeset6235,0,0,0,0,0,0,KM,"['km', 'so', 'there', 'be', 'currently', '2.5', 'million', 'unemployed']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,"KM : there are less than 500,000 vacancies","there are less than 500,000 vacancies",27447,nodeset6235,0,0,0,0,0,0,KM,"['km', 'there', 'be', 'less', 'than', 'vacancy']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,"KM : In your utopia where you abolish the welfare state and welfare provisions, how would those 2 million people survive?","In JB's utopia where he abolishes the welfare state and welfare provisions, xxx is how would those 2 million people survive",115678,nodeset6235,0,0,0,0,0,0,KM,"['km', 'in', 'your', 'utopia', 'where', 'you', 'abolish', 'the', 'welfare', 'state', 'and', 'welfare', 'provision', 'how', 'would', 'those', 'million', 'people', 'survive']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,KM : What will you do?,xxx is what JB will do,115756,nodeset6236,0,0,0,0,0,0,KM,"['km', 'what', 'will', 'you', 'do']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
